text,label
peculiar near-nucleus outgassing of comet 17p/holmes during its 2007 outburst,11
nonequilibrium phase transition in a model for social influence,17
magnetic field-tuned superconductor/insulator transition in tin nanostrips,8
kompaneets model fitting of the orion-eridanus superbubble,9
integrated spectroscopy of extragalactic globular clusters,9
supersymmetric \delta a_{cp},3
curvature dependence of the interfacial heat and mass transfer coefficients,7
proximity induced superconductivity in monolayer cuo$_{2}$ on the cuprate substrates,2
magnetic soft modes in the locally distorted triangular antiferromagnet alpha-cacr2o4,0
nonuniform plastic deformations of crystals undergoing antiplane constrained shear,19
super fsr tunable optical microbubble resonator,12
the haldane model under nonuniform strain,8
magnetic structure of the conductive triangularlattice antiferromagnet pdcro2,0
nonextensivity in geological faults?,17
observability of planet-disc interactions in co kinematics,11
parameter space stability of multiple soft interactions,3
renormalizable nonrenormalizable theories,10
hypersystolic processing on ape100/quadrics: n^2-loop computations,16
predictions for signatures of the quark-nova in superluminous supernovae,13
the intracluster magnetic field power spectrum in a2199,1
interface transparency of nb/pd layered systems,2
canonical simulations of supersymmetric su(n) yang-mills quantum mechanics,16
"bistability, multistability and nonreciprocal light propagation in thue-morse multilayered structures",12
nonextensive study of rigid and nonrigid rotators,17
the nearest ultra diffuse galaxy: ugc2162,9
time-dependent cp asymmetries in b0 -> ks pi0 gamma transitions,5
"stripes, nonfermiliquid behavior, and high-tc superconductivity",2
extended dft+u+v method with on-site and intersite electronic interactions,0
cuore: a cryogenic underground observatory for rare events,5
emergent interparticle interactions in thermal amorphous solids,7
interlayer sliding-induced intralayer ferroelectric switching in bilayer group-iv monochalcogenides,19
anisotropic simplicial minisuperspace model,6
radiative corrections to semileptonic decay rates,16
pauli energy contribution to nucleus-nucleus interaction,14
autonomous multispecies reaction-diffusion systems with more-than-two-site interactions,17
gauge invariant nonlinear electric transport in mesoscopic conductors,4
two-dimensional electron-gas-like charge transport at magnetic heusler alloy-srtio$_3$ interface,19
michelson interferometer null may confirm transverse doppler effect,12
intermittency and correlations in hadronic z decays,5
the jamming transition is a k-core percolation transition,7
comments on noncommutative superspace,10
functionality and protein-water interactions,7
transverse spin physics at compass,5
mssm higgs-boson mass predictions and two-loop nonsupersymmetric counterterms,3
all-electric-spin control in interference single electron transistors,8
an new order parameter with renormalized polyakov loops,16
hydrodynamic photoevaporation of protoplanetary disks with consistent thermochemistry,11
solid h2 in the interstellar medium,9
backreacting p-wave superconductors,10
the substellar content of the onc,18
transient shear banding in time-dependent fluids,7
k.p theory for two-dimensional transition metal dichalcogenide semiconductors,8
control of exciton transport using quantum interference,8
type ia supernovae from wide white-dwarfs triples,13
supersymmetric vacua in random supergravity,10
models for superfluid $^3$he in aerogel,4
n=2 superalgebra and noncommutative geometry,10
quantum critical transport at a continuous metal-insulator transition,0
thermal hyperconductivity: radiative energy transport in hyperbolic media,12
calculation of semiclassical free energy differences along nonequilibrium classical trajectories,17
the interaction of agn jets with obstacles,13
performance of multipurpose detectors in super b factories,5
semiflexible polymer in a uniform force field in two dimensions,7
intermittent resetting potentials,17
subradianceprotected excitation transport,15
multilepton events at hera,5
quark-hadron phase transition in massive gravity,6
the flic overlap quark propagator,16
hyperfine interaction in atomically thin transition metal dichalcogenides,8
indirect effect of supersymmetric triplets in stop decays,3
nonperturbative approach to nearly antiferromagnetic fermi liquids,0
the value of systems with multiple transiting planets,11
multiple scattering sunyaev-zeldovich signal i: lowest order effect,1
multiwavelength study of high mass x-ray binaries,13
a superearth orbiting the nearby m-dwarf gj 536,11
supersolids in the bose-hubbard hamiltonian,4
fabrication and transport properties of sr0.6k0.4fe2as2 multifilamentary superconducting wires,2
vibration-enhanced quantum transport,15
supersymmetry restoration in superstring perturbation theory,10
phenomenological implications of supersymmetric family nonuniversal u(1)-prime models,3
polytropic stars in bootstrapped newtonian gravity,6
an inflationary nonsingular quantum cosmological model,6
diffusion in translucent media,8
oi and caii observations in intermediate redshift quasars,9
classifying superconductivity in moir\'e graphene superlattices,2
simple crystallizable bead-spring polymer model,7
edge states in a two-dimensional nonsymmorphic semimetal,8
type-1.5 superconductivity in muliband and other multicomponent systems,2
fermionic spectrum on general dimensional hyperdiamond lattice,16
null hypersurfaces in kerr-(a)ds spacetimes,6
the prism multiobject survey (primus) i: survey overview and characteristics,1
nonunitary classically stable hd gravity,6
rescuing the intracluster medium of ngc 5813,9
antiferromagnetic ordering and dipolar interactions of ybalo$_3$,0
nonlocal interactions and quantum dynamics,15
substructures formation induced by gravitational tides?,1
elasticity of a polydisperse hard-sphere crystal,7
capillary attraction induced collapse of colloidal monolayers at fluid interfaces,7
on the electron transport in conducting polymer nanofibers,8
a holistic review of a galactic interaction,9
semileptonic b decays at the b factories,5
is the semiregular variable ru vulpeculae undergoing a helium-shell flash?,18
coherent mode-combined ultranarrowlinewidth single-mode micro-disk laser,12
the ultrafast einstein-de haas effect,0
the most slowly declining type ia supernova 2001ay,1
charge-dependence of the nucleon-nucleon interaction,14
all chsh polytopes,15
ultraviolet probing of quantum crossbars,0
progenitors of low-luminosity type ii-plateau supernovae,13
hyperbolic trajectories around black holes,6
radio emission and agn feedback in poststarburst galaxies,1
frequentist confidence intervals for orbits,18
flat-sky pseudocls analysis for weak gravitational lensing,1
theory of transmission through disordered superlattices,8
interacting viscous dark energy in bianchi type-i universe,1
superhumps and their amplitudes,18
thermodynamics of multicomponent fermi vapors,17
models for the unusual supernova iptf14hls,13
monopoles vortices and confinement,16
overcoming thermal noise in nonvolatile spin wave logic,8
destructive quantum interference in spin tunneling problems,4
nonsymmorphic symmetry protected node-line semimetal in the trigonal yh3,19
tidal inflation reconciles low-density subsaturns with core accretion,11
landau-zener effect in superfluid nuclear systems,14
a spectroscopic survey of superthin galaxies,9
statistical multifragmentation in thermodynamic limit,14
enrichment by supernovae in globular clusters with multiple populations,9
the rise-time of normal and subluminous type ia supernovae,9
thermodynamics of a three-flavor nonlocal polyakovnambujonalasinio model,3
su(3) symmetry breaking in hyperon semileptonic decays,3
emergent fermi surface in a triangularlattice su(4) quantum antiferromagnet,0
agn outflow shocks on bonnor-ebert spheres,9
the atlas trigger menu for early data-taking,5
novel instability in superstring cosmology,6
self-consistent purcell factor and spontaneous topological transition in hyperbolic metamaterials,12
the intensity profile of the solar supergranulation,18
constraining the porosities of interstellar dust grains,9
blowing of polysilicon fuses,8
transport of one-dimensional interacting fermions through a barrier,4
multitier self-consistent $gw$+edmft,0
genuine multipartite entanglement without multipartite correlations,15
"rings of nonspherical, axisymmetric bodies",11
excited coherent modes of ultracold trapped atoms,4
a 6.5-ghz multibeam pulsar survey,18
optimal packing of polydisperse hard-sphere fluids ii,7
gw librae: still hot eight years postoutburst,18
turbulence decay in the density-stratified intracluster medium,1
the evolution of the intergalactic medium,1
b->lnu - belle results and outlook for belle ii,5
the highly luminous type ibn supernova asassn-14ms,13
antiprotonic studies of nuclear neutron haloes,14
electron transport in semiconducting carbon nanotubes with hetero-metallic contacts,8
a constrained potts antiferromagnet model with an interface representation,17
"a compact, multipixel parametric light source",12
testing multiphoton interference on a silicon chip,15
frustrated multiband superconductivity,2
transient superdiffusion in correlated diffusive media,17
an ultradense fast outflow in a quasar at z=2.4,9
renormalization group analysis of supersymmetric particle interactions,3
nonlocal nonmarkovian effects in dephasing environments,15
rotationally driven ultraviolet emission of red giant stars,18
lambda bootis stars in the superwasp survey,18
structural-transition-driven antiferromagnetic to spin-glass transition in cd-mg-tb 1/1 approximants,19
nonperturbative sqcd superpotentials from string instantons,10
helium star evolutionary channel to superchandrasekhar mass type ia supernovae,13
nonlinear charge transport in bipolar semiconductors due to electron heating,19
multigrid monte carlo in the sine gordon model,16
plants to polyelectrolytes: theophylline polymers and their microsphere synthesis,7
the herschel lensing survey (hls): overview,1
peristaltic pumping near postcme supra-arcade current sheets,18
dynamical modeling and the interactions with the ism,18
information superdiffusion on structured networks,17
light glueball masses using the multilevel algorithm,16
pi-mesonic decay of the hypertriton,14
measuring geometric phase without interferometry,12
cluster generation under pulsed laser ablation of compound semiconductors,19
high-energy transients: thermonuclear (type-i) x-ray bursts,13
interpretation of the neutrino-nucleus cross section,14
massive pulsars and ultraluminous x-ray sources,13
qed: chiral transition and the issue of triviality,16
measurement of the underlyingevent properties with the atlas detector,5
quantum subcritical bubbles,3
filling-enforced kondo semimetals in two-dimensional nonsymmorphic crystals,0
multiplicity of late-type b stars with hgmn peculiarity,18
globular clusters indicate ultra diffuse galaxies are dwarfs,9
unbinding transitions of multicomponent membranes and strings,7
interaction effects on quasiparticle localization in dirty superconductors,2
a realistic interpretation of lattice gauge theories,16
white dwarf subsystems in core-collapsed globular clusters,9
atmospheres on nonsynchronized eccentric-tilted exoplanets i: dynamical regimes,11
random path averaging in multiple scattering theory,4
superconductivity in the chalcogens up to multimegabar pressures,2
space-time parity violation and magnetoelectric interactions in antiferromagnets,19
solar parameters for modeling interplanetary background,18
correlating neutrino flux and mental activity in the superkamiokandei experiment,5
interstellar grains: effect of inclusions on extinction,18
superconductivity in the topological nodal-line semimetal naalsi,2
three-phase fractionation of polydisperse fluids,17
direct observation of distinct minibands in moir\'e superlattices,19
dynamical instability causes the demise of a supercooled tetrahedral liquid,17
conserved superenergy currents,6
enceladus's measured physical libration requires a global subsurface ocean,11
neowise observations of near-earth objects: preliminary results,11
protecting subspaces by acting on the outside,15
pulsar glitch substructure and pulsar interiors,18
subband filling and mott transition in ca_{2-x}sr_xruo_4,0
diffraction-based interactionfree measurements,15
from explosive to infinite-order transitions on a hyperbolic network,17
$\sigma$ meson exchange effect on nonmesonic hypernuclear weak decay observables,14
aspects of supertubes,10
on singular solutions in multidimensional gravity,6
magnetic correlations in the semimetallic hyperkagome iridate na3ir3o8,0
resolving protoplanetary disks at millimeter wavelengths by carma,18
supersymmetric black holes,10
generalized exclusion processes: transport coefficients,17
surface induced anomalous superconductivity,2
surface pair-density-wave superconducting and superfluid states,2
nonstatistical weak measurements,15
spin-flip transitions between zeeman sublevels in semiconductor quantum dots,8
mars' atmospheric neon suggests volatile-rich primitive mantle,11
nonlocal effects in quantum gravity,6
the neutrino flux prediction at miniboone,5
$r$-process nucleosynthesis from three-dimensional jet-driven core-collapse supernovae with magnetic misalignments,13
monotone return to steady nonequilibrium,17
symmetric polynomials in physics,17
nonlinear electrodynamics and frw cosmology,6
transverse geometry and physical observers,6
nonstandard intersections of s-branes in d=11 supergravity,10
thermodynamic properties of a quantum hall antidot interferometer,8
multifragmentation and the renormalization group,14
subaru spectroscopy and spectral modeling of cygnus a,9
six high-precision transits of ogle-tr-113b,11
search for direct cp violation in $\xi$ hyperon decay,5
nonrelativistic ten-dimensional minimal supergravity,10
anomalous superconductivity and superfluidity in repulsive fermion systems,2
dzyaloshinskii-moriya interaction in transport through single molecule transistors,8
not even decoupling can save minimal supersymmetric su(5),3
semileptonic b decay results from early belle ii data,5
counterpropagating solitons in microresonators,12
ultralow thermal conductivity in full-heusler semiconductors,19
on the deuterium-to-hydrogen ratio of the interstellar medium,9
interaction of antiproton with nuclei,14
superelastic softening of ferroelastic multidomain crystals,19
phase transition in loop quantum gravity,6
identifying the counterpart of hess j1858+020,9
nontopological soliton in three-dimensional supergravity,6
duality of the superstring in superspace,10
neutron star interiors and topology change,6
implications of multiple high-redshift galaxy clusters,1
spin transfer in an antiferromagnet,19
faint submillimter galaxy counts at 450 micron,1
monopole dominance for nonperturbative qcd,3
an antiprotonproton partial wave analysis,14
comet 17p/holmes in outburst: the near infrared spectrum,11
a self-consistent theory of phase transitions in noncollinear magnets,4
extra dirac equations,10
general triplectic quantization,10
autoregressive planet search: application to the kepler mission,11
transversity measurements at compass,5
simple physical picture of the overhauser screened electron-electron interaction,19
ultraviolet radiative transfer modeling of nearby galaxies with extraplanar dusts,9
the spin-1 two-dimensional j1-j2 heisenberg antiferromagnet on a triangular lattice,0
hyperbolic equations and general relativity,6
snap-off production of monodisperse droplets,7
peak effect in twinned superconductors,4
linear and second-order optical response of the iii-v monolayer superlattices,19
spectral functions at nonzero momentum in hot qcd,16
quantized vorticity in superfluid 3he-a,4
structural phase transitions and superconductivity induced in antiperovskite phosphide capd$_3$p,2
direct reduction of multiloop multiscale scattering amplitudes,3
impact of nonstandard interactions on neutrino-nucleon scattering,3
$\mathcal{n}=4$ chiral superconductivity in moir\'e transition metal dichalcogenides,0
nonreciprocal transition with cyclic four-level transition,15
buckling instability for a charged and fluctuating semiflexible polymer,7
surfactant induced smooth and symmetric interfaces in cu/co multilayers,19
interpolating the schwarzschild and de-sitter metrics,6
comparing different coarse-grained potentials for star polymers,7
bending of biomimetic scale covered beams under discrete nonperiodic engagement,7
spin-orbit misalignement for the transiting planet hd 80606b,11
poststishovite transition in hydrous aluminous sio2,19
crossover from diffusive to superfluid transport in frustrated magnets,8
a multiwavelength study of the supernova remnant g296.8-0.3,13
phonon confinement and transport in ultrathin films,8
scattering function of semiflexible polymer chains under good solvent conditions,7
quenched randomness at first-order transitions,17
rise of the first supermassive stars,9
strain-induced pseudomagnetic field in dirac semimetal borophene,8
the final-parsec problem in nonspherical galaxies revisited,9
dynamical triangulation with fluctuating topology,16
electronic structure of fese monolayer superconductors: shallow bands and correlations,0
cooperative spontaneous emission in nonuniform media,12
x-ray measured dynamics of tycho's supernova remnant,13
supersymmetric noncommutative solitons,10
supersymmetric chern-simons models in harmonic superspaces,10
global monopoles in the brans-dicke theory,6
"optical-limiting-based materials of monofunctional, multifunctional and supramolecular c60-containing polymers",19
outflow in overlooked luminous quasar: subaru observations of akari j1757+5907,1
calcium-rich gap transients: tidal detonations of white dwarfs?,13
measurement of the quasi-elastic axial vector mass in neutrino-oxygen interactions,5
transport in semiconductor superlattices: from quantum kinetics to terahertz-photon detectors,4
muon g-2 and minimal supersymmetric standard model,3
thermal instability and multiphase interstellar medium in the first galaxies,9
dirac-yang monopoles and their regular counterparts,10
semimetalantiferromagnetic insulator transition in graphene induced by biaxial strain,19
probing nonclassicality under spontaneous decay,15
multilayer spherical stellar cluster with uniform density,9
giant monopoles as a dark matter candidate,1
exploring nonsignalling polytopes with negative probability,15
hyperonnucleon scattering from fully-dynamical lattice qcd,16
acceleration and radiation of ultrahigh energy protons in galaxy clusters,13
monopoles in lattice electroweak theory,16
lattice gauge theories and the heisenberg antiferromagnetic chain,16
supersymmetric new brane-world,10
measurement of minimum bias observables with atlas,5
multipartite macroscopic locality and macroscopic noncontextuality,15
tripartite entanglement-dependence of tripartite nonlocality in noninertial frame,15
ultrafast transport of laser-excited spin polarized carriers in au/fe/mgo(001),19
hyperonquark mixed phase in compact stars,14
assembly of supermassive black hole seeds,9
monopole problem and extensions of supersymmetric hybrid inflation,3
far-field microscopy of sparse subwavelength objects,12
magnetic monopoles in high temperature qcd,16
trion induced negative photoconductivity in monolayer mos2,8
hesperos: a geophysical mission to venus,11
supersolid and the nonuniform condensate,17
qcd and hadronic interactions with initial-state-radiation at b-factories,5
single-shot subrayleigh imaging with sparse detection,12
spin transport in antiferromagnetic nio and magnetoresistance in y$_3$fe$_5$o$_{12}$/nio/pt structures,19
anomalous transport processes in turbulent nonabelian plasmas,14
nonextensive statistical effects in high-energy collisions,14
brane inflation driven by noncanonical scalar field,1
monotonic quantum-to-classical transition enabled by positively-correlated biphotons,15
antiquark polarization inside the proton is small,3
self-consistent model of polymerizationinduced phase separation,4
the atlas b-jet trigger,5
anomalous transport in the soft-sphere lorentz model,7
superunitary operator and brst transformations for nonabelian two-form,10
nonadiabatic electron pumping through interacting quantum dots,8
does the superluminal neutrino uncover torsion?,6
magnetically controlled circulation on hot extrasolar planets,11
the neutron transversity from semiinclusive dis off 3he,3
light scattering in transparent glass ceramics,4
korean-japanese planet search program: substellar companions around intermediatemass giants,11
nonperturbative renormalisation with domain wall fermions,16
superconductivity in disordered sr2ruo4,2
complete supersample lensing covariance in the response approach,1
on gravitational interaction of fermions,6
saturable absorption in multicore fiber couplers,12
water evaporation: a transition path sampling study,7
measuring the charged particle multiplicity with alice,5
deuteration around the ultracompact hii region mon r2,9
measurement of the proton structure function f_l at low x,5
nonperturbative improvement of nhyp smeared wilson fermions,16
extended-soft-core baryon-baryon model iii. $s=-2$ hyperonhyperon/nucleon interaction,14
electronic crystals: an experimental overview,0
transparent photonic band in metallodielectric nanostructures,12
antiphase dynamics in a multimode semiconductor laser with optical injection,12
theoretical investigation of antiferromagnetic skyrmions in a triangular monolayer,19
statistical mechanics of interfaces,17
accreting protoplanets in the lkca 15 transition disk,11
effects of the two-body and three-body hyperonnucleon interactions in \lambda-hypernuclei,14
observational techniques with transiting exoplanetary atmospheres,11
nonuniversal gaugino masses from nonsinglet f-terms in nonminimal unified models,3
crazing of nanocomposites with polymertethered nanoparticles,7
nonuniversal star formation efficiency in turbulent ism,9
first measurement of direct $f_0(980)$ photoproduction on the proton,5
multiinteraction mean-field renormalization group,4
nonmarkovian interaction of many fields,15
freezing and collapse of flexible polymers,7
xmm-newton observations of hd189733 during planetary transits,18
topological superconductivity in quasicrystals,2
emergent higgsless superconductivity,10
d0 search for the higgs boson in multijet events,5
nonlinear dynamical tides in white dwarf binaries,18
ferromagnetic phase transitions in neutron stars,14
nonanalytic magnetic response of fermi- and nonfermi liquids,0
universal and nonuniversal behavior in dirac spectra,16
nonperturbative effective lagrangians for supermatrix models,10
hot subdwarfs from the stable roche lobe overflow channel,18
supercurrent interference in few-mode nanowire josephson junctions,8
free energy of an su(2) monopoleantimonopole pair,16
gravity modes in rapidly rotating polytropic stars,18
the nature and origins of subneptune size planets,11
alternative supersymmetric spectra,3
shear instabilities in a fully compressible polytropic atmosphere,18
crowding of polymer coils and demixing in nanoparticle-polymer mixtures,7
wrinkling of random and regular semiflexible polymer networks,7
kinematical and nonlocality effects on the nonmesonic weak hypernuclear decay,14
twin polaritons in semiconductor microcavities,0
nanosized superconducting constrictions,8
from nodal chain semimetal to weyl semimetal in hfc,19
transitionmetal phthalocyanine monolayers as new chern insulators,19
automated calculations for multileg processes,3
interpreting cross-correlations of one-bit filtered seismic noise,11
universal quantum oscillations in the underdoped cuprate superconductors,2
improved physical properties database of transneptunian dwarf planets,11
interplay between interferences and electron-electron interactions in epitaxial graphene,8
associated hyperonkaon production via neutrino-nucleus scattering,14
nonbouncing solutions in loop quantum cosmology,6
complex superconductivity in the noncentrosymmetric compound re$_{6}$zr,2
hyperbolic transverse patterns in nonlinear optical resonators,12
locuss: probing galaxy transformation physics with herschel,1
recent h.e.s.s. results on extragalactic sources,1
"first-principles prediction of extraordinary thermoelectric efficiency in superionic li2snx3(x=s,se)",19
nonabelian vortices in holographic superconductors,10
rapid dust production in submillimeter galaxies at z>4?,1
barium stars: theoretical interpretation,18
transformation kinetics of alloys under nonisothermal conditions,19
topological susceptibility from the overlap,16
$\tau_{rr}$ minimization in presence of hypermultiplets,10
depletion potentials near geometrically structured substrates,7
ultrabroadband quantum-secured communication,15
nodal superconductivity with multiple gaps in smfeaso$_{0.9}$f$_{0.1}$,2
functional renormalization group for the anisotropic triangular antiferromagnet,0
the submillimetre properties of ultraluminous infrared galaxies,1
noiseless photonic nonreciprocity via optically-induced magnetization,12
the ultravioletinfrared color-magnitude relation of star-forming galaxies,9
protoplanetary disk science enabled by extremely large telescopes,11
realization of decoherence-free subspace using multiplequantum coherences,15
magnetic fields in gaps surrounding giant protoplanets,11
phase-matched nonlinear wave-mixing processes in xuv region with multicolor lasers,12
"asassn-15hy: an underluminous, red 03fg-like type ia supernova",13
comparing neutron star kicks to supernova remnant asymmetries,13
field theoretic operators for multifractal moments,4
the cannonball model of long grbs - overview,13
on a time-dependent extra spatial dimension,6
auxetic properties of polycrystals,19
solid-state dewetting on curved substrates,19
spinodal-assisted crystallization in polymer melts,7
self-generated off-axis holography in interferometric outoffocus imaging of ice particles,12
automating dipole subtraction for qcd nlo calculations,3
semileptonic $b_{s} \rightarrow d_{s2}^{*}(2573)\ell\bar{\nu}_{\ell}$ transition in qcd,3
scaling in high-temperature superconductors,4
exchange coupling between magnetic layers across nonmagnetic superlattices,4
reformulating hyperdynamics without a transition state theory dividing surface,19
transport through a quantum dot with electron-phonon interaction,8
multiscale gaussian normalization for solar image processing,18
generalised superconformal higher-spin multiplets,10
tunneling inhibition for subwavelength light,12
an anderson-like model of the qcd chiral transition,16
collapse of randomly self-interacting polymers,4
on nonleptonic decays of supermultiplets,3
nonlinear phonon interferometry at the heisenberg limit,15
general solution for quantitative dark-field contrast imaging with grating interferometers,19
tricritical behavior in charge-order system,0
tuning synthetic semiflexible networks by bending stiffness,7
internal conversion electrons and supernova light curves,18
the real shape of nongaussianities,1
metal-insulator transition and local-moment collapse in feo under pressure,0
nonlocal magnon spin transport in nife$_2$o$_4$ thin films,19
superconducting quantum critical point,4
a new interpretation of serkowski's polarization law,9
direct ultraviolet imaging and spectroscopy of betelgeuse,18
domain of validity for pseudoelliptical nfw lens models,1
fermion stars with an extra dimension,6
the superb experiment,5
nonfermi liquid behavior in transport through co doped au chains,0
experimental realization of optomechanically induced nonreciprocity,12
field-induced metal-insulator transition in a two-dimensional organic superconductor,2
noise effects in polymer dynamics,17
remarks on ``coloring random triangulation'',4
archetypal soft-mode driven antipolar transition in francisite cu3bi(seo3)2o2cl,19
nonlinear electrodynamics of p-wave superconductors,2
"open mathematical aspects of continuum thermodynamics: hyperbolicity, boundaries and nonlinearities",17
self-avoiding polymerized membranes,4
nonlinear parametric amplification in a triport nanoelectromechanical device,8
nonperturbative heavy-quark interactions in the qgp,3
anisotropic superconductivity in the noncentrosymmetric bipd,2
theseus: a key space mission concept for multimessenger astrophysics,13
multiple stellar generations in massive star forming complexes,18
thermodynamical quantities for overlap fermions with chemical potential,16
simulation of a semiflexible polymer in a narrow cylindrical pore,17
charge density wave and superconductivity in transition metal dichalcogenides,0
stability of rings around a triaxial primary,11
electronic transport imaging in a multiwire sno2 chemfet device,19
betweenness centrality illuminates intermittent frictional dynamics,7
cosmic-ray propagation in the turbulent intergalactic medium,13
finite-system multicriticality at the superradiant quantum phase transition,15
nonlinear qcd evolution with improved triplepomeron vertices,3
room temperature molecular single-electron transistor,4
distribution amplitudes of pseudoscalar mesons,16
dimensionality reduction in translational noninvariant wave guides,8
stability of polycyclic aromatic hydrocarbon clusters in protoplanetary disks,11
hyperon physics from lattice qcd,16
locomotion of microspheres for superresolution imaging,12
"arbitrarily slow, nonquasistatic, isothermal transformations",17
hadronic transitions from the lattice,16
white light flare continuum observations with ultracam,18
optical deformability of fluid interfaces,12
superconductivity of mg/mgo interface formed by shock-wave pressure,2
dynamic behaviors of supersonic granular media under vertical vibration,7
neutral hyperon and h-dibaryon results from ktev,5
spin-density wave in ising-coupled antiferromagnetic chains,4
mapping onto ideal chains overestimates self-entanglements in polymer melts,7
absolute branching fraction measurements for exclusive $d_s$ semileptonic decays,5
scale-dependent planar antide sitter black hole,6
molecular complexity in the interstellar medium,9
noncollinear spin transfer in co/cu/co multilayers,19
ultrafast electrooptic dual-comb interferometry,12
anisotropy of the universe via the pantheon supernovae sample revisited,1
mott transition and antiferromagnetic metal on shastry-sutherland lattice,0
accelerating gravitational wave parameter estimation with multiband template interpolation,6
interference visibility and wave-particle duality in multipath interference,15
sublattice imbalance of substitutionally doped nitrogen in graphene,8
linear analysis of the nonaxisymmetric secular gravitational instability,9
nonlocal entanglement transformations achievable by separable operations,15
outlook for inverse design in nanophotonics,12
cosmic crystallography: the hyperbolic isometries,6
is 44 tau in the postms contraction phase?,18
nontrivial flavor structure from noncompact lie group in noncommutative geometry,3
nuclear thermodynamics from chiral low-momentum interactions,14
crystal-field interactions in prru2si2,0
nonparametric strong lens inversion of sdss j1004+4112,1
another look at neural multigrid,16
multipartite monogamous relations for entanglement and discord,15
an indirect search for wimps with superkamiokande,5
new hyperkaehler manifolds by fixing monopoles,10
the structure of the proton and nlo qcd fits,5
measurement of reactor antineutrino flux and spectrum at reno,5
low-temperature metastable states in a stacked triangular ising antiferromagnet,17
raman scattering in a two-layer antiferromagnet,4
pseudogap in 1d revisited,4
rigidity and auxeticity transitions in networks with strong bond-bending interactions,7
"tripletdoublet splitting, proton stability and extra dimension",3
evidence for hyperconductivity and thermal superconductivity,2
sfermion flavor and proton decay in high-scale supersymmetry,3
exact multirestricted schur polynomial correlators,10
linear optics substituting scheme for multimode operations,15
electrostatic interaction of neutral semipermeable membranes,7
a transiting jupiter analog,11
phase transitions in ferro-antiferromagnetic bilayers with a stepped interface,17
trimeronphonon coupling in magnetite,0
seven years with the swift supergiant fast x-ray transients project,13
shape phase transitions and random interactions,14
lensing and the warm hot intergalactic medium,1
superparticle actions from superfields,10
the transient jupiter trojan-like orbit of p/2019 ld2 (atlas),11
correlation-induced refrigeration with superconducting single-electron transistors,8
semileptonic decays of heavy mesons: a status report,16
autonomous brownian motor driven by nonadiabatic variation of internal parameters,17
powderday: dust radiative transfer for galaxy simulations,9
saturated magnetic field amplification at supernova shocks,13
percolation-like phase transition in a nonequilibrium steady state,17
gravitationally generated interactions,6
antiferromagnonic spin transport from y$_3$fe$_5$o$_{12}$ into nio,19
nonabelian gauged supergravities as double copies,10
proton decay in supersymmetric finite grand unificatione,3
proton superconductivity in pasta phases in neutron star crusts,14
pulsed accretion in a variable protostar,18
intermolecular forces and the glass transition,7
correlator analysis of multiparticle events,14
robust phase behavior of model transient networks,7
chemical evolution of turbulent multiphase molecular clouds,9
toward a well defined monopole creation operator,16
magneto-optical response of graphene: probing substrate interactions,8
"counterion condensation in strong, flexible polyelectrolytes",7
multiresonance orbital model of hf qpos,13
ultrasound attenuation of superfluid $^{3}$he in aerogel,2
ultrafast decoupling of atomic sublattices in a charge-density-wave material,19
large eddy simulations of supersonic turbulence,9
measurement of multijet cross sections at atlas,5
3d galactic dust extinction mapping with multiband photometry,9
multipion bose-einstein correlation effects on three-pion interferometry,3
mass distributions marginalized over per-event errors,5
nonperturbative high-energy qcd,3
"nuclear transparency from quasielastic a(e,e'p) reactions uo to q^2=8.1 (gev/c)^2",5
tripartite nonclassical correlations without backwards in time signalling,15
final results of magnetic monopole searches with the macro experiment,5
identification of a minimoon fireball,11
superresonance phenomenon from acoustic black holes in neonewtonian theory,6
strongly correlated multilayered nanostructures near the mott transition,0
large $p_t$ enhancement from freeze out,14
super multiinstantons in conformal chiral superspace,10
time-dependent transport in interacting and noninteracting mesoscopic systems,4
total internal reflection and evanescent gain,12
strong coupling antiferromagnetic resonance with subthz cavity fields,8
multiphonon and ``hot''-phonon isovector electric-dipole excitations,14
mixing in supersonic turbulence,9
experimental evidence of the frenkel line in supercritical neon,19
nonequilibrium rkky interaction in irradiated graphene,8
supersymmetry and beyond standard model higgs searches at atlas,5
semiclassical isotropization of the mixmaster universe,6
nonequilibrium translationalrotational effects in nucleation,17
the deconfining phase transition in su(n) gauge theories,16
minimum bias and underlying event measurements with atlas,5
ultrasonic attenuation in d-wave superconductors,4
continuum model for dislocation structures of semicoherent interfaces,19
two beyond-primitive extrasolar planetesimals,11
split ring resonator-coupled enhanced transmission through a single subwavelength aperture,12
anisotropic superparamagnetism of monodispersive cobalt-platinum nanocrystals,19
anomalous scaling in depinning transitions,4
galaxies and groups in the local supercluster,1
condensate entanglement and multigap superconductivity in nanoscale superconductors,2
3d gravity and nonlinear cosmology,6
mass transfer in white dwarf-neutron star binaries,13
conformable fractional polytropic gas spheres,18
destruction of refractory carbon in protoplanetary disks,11
study of transitions and decays of bottomonia at belle,5
solid-solid interaction in the two body problem,11
outbursts from igr j17473-2721,13
extrasolar kuiper belts,11
redshift drift exploration for interacting dark energy,1
teleparallel gravity: an overview,6
absolute magnitudes and phase coefficients of transneptunian objects,11
nonlinear transport properties of quantum dots,4
the nonlinear multiplet revisited,10
coherent electron transfer in polyacetylene,8
optical precursors to x-ray binary outbursts,13
dirac-kaehler fermion with noncommutative differential forms on a lattice,16
