text,label
on nonweight representations of the $n=2$ superconformal algebras,10
min-max minimal hypersurfaces in noncompact manifolds,4
a simple approach to substitution minimal subshifts,8
the nonlinear fourier transform for two-dimensional subcritical potentials,19
generating minimally transitive permutation groups,13
sublinear extensions of polygons,2
deformed mittag-leffler polynomials,15
subspace coverings with multiplicities,2
critical multipliers in semidefinite programming,14
a sublinear algorithm of sparse fourier transform for nonequispaced data,15
portfolio optimization under nonlinear utility,14
minimal conformally flat hypersurfaces,4
on super $v$-domains,1
conjunctive join semilattices,9
automorphisms of minimal entropy on supersingular k3 surfaces,3
moore's conjecture for polyhedral products,16
a family of nonweight modules over the supervirasoro algebras,10
multifractal analysis of nonuniformly hyperbolic systems,8
a note on nonclassical nonstandard arithmetic,9
solutions of fully nonlinear nonlocal systems,19
monodromy of general hypersurfaces,3
"trianglefree triangulations, hyperplane arrangements and shifted tableaux",2
hyperexpansive weighted translation semigroups,12
overlapping self-affine sets,0
the profile polytope of nontrivial intersecting families,2
polynomial reproduction of multivariate scalar subdivision schemes,15
multiple elliptic polylogarithms,18
polar cremona transformations and monodromy of polynomials,3
supercritical minimum mean-weight cycles,17
the breadth-one $d$-invariant polynomial subspace,15
on intersections of polynomial semigroups orbits with plane lines,18
cylindric polyadic algebras have the superamalgamation,9
minimal reversible nonsymmetric rings,5
stability of multi antipeakonpeakons profile,19
the multiplication on bp,16
the radon transform between monogenic and generalized slice monogenic functions,11
lp-based tractable subcones of the semidefinite plus nonnegative cone,14
lifting nonproper tropical intersections,3
perfect matroids over hyperfields,2
the polyachebotarev problem and inverse polynomial images,11
pseudoparallel lagrangian submanifolds are semiparallel,4
acylindrical hyperbolicity of subgroups,7
"ppd-ipm: outer primal, inner primal-dual interiorpoint method for nonlinear programming",15
overdetermined transforms in integral geometry,12
transfers and periodic orbits,16
automorphisms of dihedral-like automorphic loops,13
noncanonical polynomial representations of classical lie algebras,10
"sparse polynomial interpolation: sparse recovery, super resolution, or prony?",14
0-cohomology of semigroups,5
iterated integrals of superconnections,16
polynomial reproduction of multivariate scalar subdivision schemes with general dilation,15
on normal subgroupoids,13
multiobjective convex polynomial optimization and semidefinite programming relaxations,14
matrix semigroups over semirings,5
nonreversible homoclinic snaking,8
representations of monomial algebras have polyexponential complexities,10
internal dynamics of multibody systems,8
a note on nonlinear $\sigma$-models in noncommutative geometry,6
semidiscrete unbalanced optimal transport and quantization,14
complex interpolation of hardy-type subspaces,12
multiinvariant measures and subsets on nilmanifolds,8
certain subclasses of multivalent functions defined by new multiplier transformations,11
noncommutative local systems,6
automorphisms and cohomology,13
"pseudodifferential calculus on noncommutative tori, i. oscillating integrals",6
homotopy types of $su(n)$-gauge groups over nonspin 4-manifolds,16
strongly minimal pd4-complexes,7
simple nonweight modules over lie superalgebras of block type,10
mutually interacting superprocesses with migration,17
dual space and hyperdimension of compact hypergroups,10
nonvanishing of hyperelliptic zeta functions over finite fields,18
eigenvalues of nonregular linear-quasirandom hypergraphs,2
hyperbolic semiadequate links,7
pseudofinite and pseudocompact metric structures,9
on the interlace polynomials,2
nonexistence of subcritical solitary waves,19
towards martin's minimum,9
multivariate maxima of moving multivariate maxima,17
semilattice indecomposable finite semigroups with large subsemilattices,13
covering monolithic groups with proper subgroups,13
multidimensional hyperbolic billiards,8
word hyperbolic semigroups,13
multigrid methods: grid transfer operators and subdivision schemes,15
contrapositionally complemented pseudoboolean algebras and intuitionistic logic with minimal negation,9
non trivial limit distributions for transient renewal chains,17
multiplicative diophantine exponents of hyperplanes,18
fractional multiplicative processes,17
nontrivial $d$-wise intersecting families,2
counting substructures ii: triple systems,2
"uniformly bounded multiplicities, polynomial identities and coisotropic actions",10
nonunimodular transversely homogeneous foliations,4
intersections in hyperbolic manifolds,7
polynomially interpolated legendre multiplier sequences,11
holomorphic horospherical transform on noncompactly causal spaces,10
contraction after small transients,8
weighted estimates for multilinear fourier multipliers,0
intermediate semigroups are groups,13
on the monodromy conjecture for nondegenerate hypersurfaces,3
"multilinear fourier multipliers with minimal sobolev regularity, i",19
multifraction reduction iii: the case of interval monoids,13
highly connected multicoloured subgraphs of multicoloured graphs,2
a note on hyperbolically embedded subgroups,13
computational holonomy decomposition of transformation semigroups,13
multiparameter singular radon transforms,0
rational subsets of polycyclic monoids and valence automata,5
locally trivial w*-bundles,6
more non semigroup lie gradings,5
subdivisions and transgressive chains,7
martingale problem under nonlinear expectations,17
hyperbolicity constants for pants and relative pants graphs,7
free transport for finite depth subfactor planar algebras,6
distributed aggregative optimization over multiagent networks,14
"nonexpansive bijections, uniformities and polyhedral faces",12
remarks on multidimensional noncommutative generalized brownian motions,6
infinite multiplicity of abelian subalgebras in free group subfactors,6
biorthogonal polynomials and zero-mapping transformations,0
roots and coefficients of multivariate polynomials over finite field,18
edge transport from parabolic subgroups of type $d_4$,10
runge-kutta time semidiscretizations of semilinear pdes with nonsmooth data,15
an approximate dual subgradient algorithm for multiagent nonconvex optimization,14
subregular recourse in nonlinear multistage stochastic optimization,14
double series over a nonarchimedean field,0
koszul hypersurfaces over the exterior algebras,1
"translational tilings by a polytope, with multiplicity",2
infinite sharply multiply transitive groups,13
families of minimally nongolod complexes and their polyhedral products,16
on multiplicative congruences,18
intermediate subfactors with no extra structure,6
arnoux-rauzy interval exchange transformations,8
phase transitions in nonlinear urns with interacting types,17
nonabelian mellin transformations and applications,3
pseudoprimes stronger than strong pseudoprimes,18
"automatic groups, subgroups and cosets",13
nondegenerate graded lie algebras with a degenerate transitive subalgebra,5
multiple pursuer multiple evader differential games,14
computing serre's intersection multiplicities,1
perfect cuboids and multisymmetric polynomials,18
dilation theorems for contractive semigroups,12
ehrhart polynomials of cyclic polytopes,2
minimal contact triangulations of 3-manifolds,7
supersymmetric field theories and cohomology,16
semilinear pseudodifferential equations in spaces of tempered ultradistributions,19
spaces of polynomials with roots of bounded multiplicity,16
topology of subvarieties of complex semiabelian varieties,16
some notions of subharmonicity over the quaternions,11
radon transform intertwines shearlets and wavelets,12
noncommutative auslander theorem,5
a quadratic hypergeometric 2f1 transformation over finite fields,18
multisemigroups with multiplicities and complete ordered semirings,10
polynomial interpolation over quaternions,0
busemann functions and semiinfinite o'connell-yor polymers,17
toric manifolds over cyclohedra,16
are complete intersections complete intersections?,1
translation operator with exceptional laguerre polynomials,0
minimizing intersection points of curves under virtual homotopy,7
on semiconvexity and weak semiconvexity,7
best polynomial approximation on the triangle,0
minimal multiple blocking sets,2
ideal triangulations and geometric transitions,7
an algorithm for semiinfinite polynomial optimization,14
overrotation intervals of bimodal interval maps,8
minimal and cellular free resolutions over polynomial oi-algebras,1
transchromatic generalized character maps,16
real multiplication and noncommutative geometry,3
complexity of modules over classical lie superalgebras,10
$\gamma$-convergence for nonlocal phase transitions,19
complex antiselfdual instantons and cayley submanifolds,4
stationary polyhedral varifolds minimize area,4
semiterminal modifications of deminormal pairs,3
lefschetz duality for intersection (co)homology,16
2-homogeneous polynomials and maximal subspaces,12
nonlinear choquard equations involving nonlocal operators,19
preservation of semistability under fourier-mukai transforms,3
hahn polynomials for hypergeometric distribution,0
subgaussian and strictly subgaussian random variable,17
tensor triangular geometry for classical lie superalgebras,10
nonlinear surface plasmons,19
graph inverse semigroups and their substructures,13
multigraded nilpotent tuples,10
on the pseudorandomness of automatic sequences,18
semialgebraic functions have small subdifferentials,14
computing finite semigroups,5
polynomial recurrence with large intersection over countable fields,8
the plancherel formula for minimal parabolic subgroups,10
antichains of copies of ultrahomogeneous structures,9
multispecies neutron transport equation,17
"subadditivity, strand connectivity and multigraded betti numbers of monomial ideals",1
pseudodiagonals and uniqueness theorems,6
the polyatchebotarov problem,11
summability of multidimensional trigonometric fourier series,0
on transfer krull monoids,1
the monochromatic hopf invariant,16
on nonlinear interpolation,12
a parallel newton multigrid framework for monolithic fluid-structure interactions,15
polynomial equations over octonion algebras,5
semidiscrete approximation of optimal mass transport,15
inflexible $cr$ submanifolds,11
submaximal integral domains,5
strongly pseudoconvex handlebodies,11
inhabitants of interesting subsets of the bousfield lattice,16
constructing triangle decomposable multigraphs with minimum multiedges,2
product systems over ore monoids,6
nonweight modules over the superbms$_3$ algebra,10
monodromy of dual invertible polynomials,3
superrigid subgroups of solvable lie groups,10
multidegrees of monomial rational maps,3
maslov index in semiriemannian submersions,4
intersection multiplicities over gorenstein rings,1
density of polynomials in subbergman hilbert spaces,11
l^2-betti numbers for subfactors,6
combinatorial reciprocity for monotone triangles,2
polytopes and large counterexamples,2
cocycles over interval exchange transformations and multivalued hamiltonian flows,8
wavelet subspaces invariant under groups of translation operators,0
subsets of superstable structures are weakly benign,9
weighted generalized triangulation algebras,10
the multiobjective polynomial optimization,14
sublaplacians on subriemannian manifolds,4
hyperelliptic and trigonal fano threefolds,3
minimal betti numbers,1
on tribonacci and tribonaccilucas quaternion polynomials,5
multivariable schur-horn theorems,6
hypersurfaces with nonnegative ricci curvature in hyperbolic space,4
numerably contractible spaces,16
thick triangulations of hyperbolic n-manifolds,7
rigid monomial ideals,1
parametrised functional interpretations,9
semidiscrete optimal transport methods for the semigeostrophic equations,19
hankel multipliers and transplantation operators,0
maximal averages over flat radial hypersurfaces,0
backbone decomposition of multitype superprocesses,17
generic intersections of differentiable submanifolds,4
transitive sensitive subsystems for interval maps,8
translatable quadratical quasigroups,5
consensus under misaligned orientations,14
asymptotics of polynomials orthogonal over circular multiply connected domains,0
multiplayer reach-avoid games via pairwise outcomes,14
trigonometric series via laplace transforms,0
which quartic polynomials have a hyperbolic antiderivative?,0
euler characters and super jacobi polynomials,10
a nonabelian fourier transform for tempered unipotent representations,10
finite weight modules over twisted affine lie superalgebras,10
on minimal representation-infinite algebras,10
finite-dimensional representations of hyper multicurrent and multiloop algebras,10
nonnegative trigonometric polynomials and sturms theorem,0
the transfer is functorial,16
permutability of matrices over bipotent semirings,5
multipliers for nonlinearities with monotone bounds,14
a multilevel correction method for interior transmission eigenvalue problem,15
nondegenerate quadratic laminations,8
multiplier ideals of monomial ideals,3
monotonically controlled integrals,0
"g-symmetric spectra, semistability and the multiplicative norm",16
polya urns via the contraction method,17
hierarchical hyperbolicity of hyperbolic2decomposable groups,13
on intersective polynomials with nonsolvable galois group,18
screen transversal lightlike submanifolds of golden semiriemannian manifolds,4
minimal generating sets for matrix monoids,5
on semiinfinite systems of convex polynomial inequalities and polynomial,14
quantisation and nilpotent limits of mishchenkofomenko subalgebras,10
multiplyperiodic hypersurfaces with constant nonlocal mean curvature,19
graphs of multifunctions,11
minimal noniwasawa finite groups,13
maximal subsemigroups of finite transformation and diagram monoids,13
triangulations of nonproper semialgebraic thom maps,7
cycles as edge intersection hypergraphs,2
reaction-diffusion systems with supercritical nonlinearities revisited,19
parallel calibrations and minimal submanifolds,4
differential equations over octonions,11
cmc hypersurfaces of semiriemannian groups,4
not so many nondisjoint translations,9
semiample hypersurfaces in toric varieties,3
interpolating with outer functions,11
multiplicative properties of the multiplicative group,3
multiplicities of semidualizing modules,1
line antiderivations over local fields and their applications,11
a relaxed evaluation subgroup,16
minimal supersolutions of bsdes with lower semicontinuous generators,17
amitsur subgroup and noncommutative motives,3
multiple recurrence and hypercyclicity,12
interpolatory pointwise estimates for monotone polynomial approximation,0
semistable extensions over 1-dimensional bases,3
minimum volume cusped hyperbolic three-manifolds,7
multiiteration stochastic optimizers,14
on interval transmission irregular graphs,2
scaling limit of semiflexible polymers: a phase transition,17
minimal darboux transformations,4
biharmonic submanifolds of pseudoriemannian manifolds,4
multiplicity of analytic hypersurface singularities under bi-lipschitz homeomorphisms,3
triangulations of root polytopes,2
on nonexistence of feller semigroups in the nontransversal case,19
some nonamenable groups,13
on some transforms of trigonometric series,15
quadratic nonresidues in short intervals,18
topological automorphic forms,16
from small-overlap conditions to automatic semigroups,5
transience of symmetric nonlocal dirichlet forms,17
the intersection spectrum of 3-chromatic intersecting hypergraphs,2
regular maximal monotone multifunctions and enlargements,12
semitransitive and transitive subsemigroups of the inverse symmetric semigroups,13
"operadic multiplications in equivariant spectra, norms, and transfers",16
complex multiplicative calculus,11
subexponentials in noncommutative linear logic,9
nonuniqueness of minimal superpermutations,2
the norm closed triple semigroup algebra,6
linear subspaces of hypersurfaces,3
the polytopologies of transfinite provability logic,9
berezin transform in polynomial bergman spaces,11
a unifying view toward polyhedral products through panel structures,16
stability results for scattered data interpolation by trigonometric polynomials,15
hyperinvariant subspaces for some b-circular operators,6
multiregeneration for polynomial system solving,3
nonexistence of multiline besicovitch sets,0
interleaving mayer-vietoris spectral sequences,16
interlacing results for hypergraphs,2
commensurations of out(f_n),13
self-closeness number of nonsimplyconnected spaces,16
"hyperbolic metrics, measured foliations and pants decompositions for nonorientable surfaces",7
pseudonewton method for nonlinear equations,15
an extremal property of trigonometric polynomials,0
the minimum principle for convex subequations,19
conical limit sets of hyperbolic subgroups,7
minimal noninvertible maps on the pseudocircle,8
2-blocks with minimal nonabelian defect groups,10
index function and minimal cycles,16
hyperreflexivity of free semigroupoid algebras,6
super fractal interpolation functions,8
a characterization of semiprojectivity for subhomogeneous c*-algebras,6
nonlinear stationary subdivision schemes that reproduce trigonometric functions,15
degenerate miller-paris transformations,0
nonlocal problems with singular nonlinearity,19
nakayama automorphisms of ore extensions over polynomial algebras,5
multipoint julia theorems,11
locally minimal projections,6
invertibility of matrices over subrings,5
hypergeometric functions and hyperbolic metric,11
triangular homotopy equivalences,16
acylindrically hyperbolic groups,13
"several locality semigroups, path semigroups and partial semigroups",5
differential subordination under change of law,17
on multiply monotone functions,0
comparisons of polychromatic and monochromatic ramsey theory,9
automorphism groups over a hyperimaginary,9
two triple binomial sum supercongruences,18
automated computation of autonomous spectral submanifolds for nonlinear modal analysis,8
on zero-divisors of semimodules and semialgebras,1
on nonnegatively curved hypersurfaces in hyperbolic space,4
novikov homology and noncommutative alexander polynomials,7
minimal supersolutions of convex bsdes,17
internal cancellation over ssp rings,5
representations of degenerate polybernoulli polynomials,18
monotone subsequences in high-dimensional permutations,2
real intersection homology,3
polynomialvalue sieving and recursively-factorable polynomials,18
on schur superfunctors,10
an elliptic hypergeometric beta integral transformation,0
inverse-closed subalgebras of noncommutative tori,6
hypercovers in topology,16
means and nonreal intersection points of taylor polynomials,0
semistable graph homology,16
minimal supersolutions of convex bsdes under constraints,17
displacement interpolation using monotone rearrangement,15
noncommutative smooth models,5
pseudomeromorphic currents on subvarieties,11
normal surface singularities admitting contracting automorphisms,8
multiplicative semiderivations on ideals in semiprime rings,5
homology under monotone maps between finite topological spaces,16
binary markets under transaction costs,17
radial subgradient method,14
polynomial inequalities for noncommuting operators,12
return probabilities on nonunimodular transitive graphs,17
"pseudoindependence, independence and related limit theorems under sublinear expectations",17
nondecreasable extremal beltrami differentials of nonlandslide type,11
general multisum transformations and some implications,18
control of nonlinear underactuated systems,14
contraction analysis of nonlinear dae systems,8
rational semigroup automata,5
universality of the minimum modulus for random trigonometric polynomials,17
nonelementary amenable subgroups of automata groups,13
weak saturation of multipartite hypergraphs,2
superdensity and supermicrouniformity in nonintegrable flat systems,8
connect sum and transversely non simple knots,7
leibniz triple systems admitting a multiplicative basis,10
digital shearlet transforms,15
evolution semigroups in supersonic flow-plate interactions,19
on polyhedral product spaces over polyhedral joins,16
the monoidal structure on strict polynomial functors,10
momentum ray transforms,19
multilevel sparse kernel-based interpolation,15
nonlinearizable cr automorphisms for polynomial models in $\mathbb c^n$,11
interval rearrangement ensembles,8
multiple multivariate subdivision schemes: matrix and operator approaches,15
on the concept of nonultrametric nonarchimedean analysis,7
deformations of hypersurfaces with nonconstant alexander polynomial,3
malliavin calculus for noncolliding particle systems,17
nuclearity of semigroup c*-algebras,6
homogeneous numerical semigroups,1
hyperoperations by unconventional means,11
the minimum modulus of gaussian trigonometric polynomials,17
nonweight modules over the mirror heisenberg-virasoro algebra,10
higher dimensional multifractal analysis of nonuniformly hyperbolic systems,8
small families under subdivision,2
monoidal bousfield localizations and algebras over operads,16
the nonexistence of cubic legendre multiplier sequences,11
pathological subgradient dynamics,14
intersection space cohomology of three-strata pseudomanifolds,16
new trigonometric and hyperbolic inequalities,0
nongenerators in complete lattices and semilattices,5
minimally connected hypergraphs,2
multilevel richardson-romberg extrapolation,17
alpert multiwavelets and legendre-angelesco multiple orthogonal polynomials,0
minimal hypersurfaces in r^n \times s^m,4
stable polynomials over finite fields,18
transformations of hypergeometric motives,18
polytopes of minimum positive semidefinite rank,14
"nonprincipal ultrafilters, program extraction and higher order reverse mathematics",9
perturbations of roots under linear transformations of polynomials,11
essentially orthogonal subspaces,12
subword complexes via triangulations of root polytopes,2
multiplicity one theorems: the archimedean case,10
semidirect products of c*-quantum groups: multiplicative unitaries approach,6
on pseudosquares and pseudopowers,18
nonlocal isoperimetric problems,19
vanishing of tor over complete intersections,1
polynomialtime efficient position,7
factoring polynomials over global fields,18
subrearrangementinvariant function spaces,12
list coloring trianglefree hypergraphs,2
nonintersecting splitting algebras in a nonbernoulli transformation,8
pancyclic subgraphs of random graphs,2
optimal consumption with intertemporal substitution under knightian uncertainty,14
on invariant subspaces of subdecomposable operators,12
polynomial splines interpolating prime series,18
hypergeometric functions of type $bc$ and standard multiplicities,10
$q$-hypergeometric polynomials and group-invariant fourier transformations over a finite field,10
minimal supersolutions of bsdes under volatility uncertainty,17
volume estimates for right-angled hyperbolic polyhedra,7
borel sets without perfectly many overlapping translations,9
multilinear fractional integral operators: a counterexample,0
polygonal ${\mathbb z}^2$-subshifts,8
multiplicity one theorems,10
extrapolated proximal subgradient algorithms for nonconvex and nonsmooth fractional programs,14
stability preserving approximations of a semilinear hyperbolic gas transport model,15
hypersequent calculi for intermediate predicate logics,9
monotone catenary degree in numerical monoids,1
degenerations of ideal hyperbolic triangulations,7
pressures for asymptotically subadditive potentials under a mistake function,8
polynomial curves on trinomial hypersurfaces,3
lyapunov exponents of cocycles over nonuniformly hyperbolic systems,8
consistent operator semigroups and their interpolation,12
nonresidually finite groups hyperbolic relative to residually finite subgroups,13
objective triangle functors,10
"subnearrings of $(\mathbb{z}[x],+,\circ)$",5
nonhyperbolic dehn fillings on hyperbolic 3-manifolds,7
outer automorphism groups of graph products: subgroups and quotients,13
semigroups of local homeomorphisms,6
extrema of multidimensional gaussian processes over random intervals,17
some classical multiple orthogonal polynomials,0
transversal lightlike submanifolds of metallic semiriemannian manifolds,4
multilinear pseudodifferential operators beyond calder\'on-zygmund theory,0
nonabelian extensions of minimal rotations,8
optimal multiple stopping problems under g-expectation,17
outer billiards with contraction: regular polygons,8
polylog dimensional subspaces of $\ell_\infty^n$,12
"multilinear fourier multipliers with minimal sobolev regularity, ii",19
forked temperley-lieb algebras and intermediate subfactors,6
segal's multisimplicial spaces,16
polar subspaces and automatic maximality,12
"pseudofinite sets, pseudoominimality",9
$s^2$-bundles over 2-orbifolds,7
contractive spectral triples for crossed products,6
automorphisminvariant nonsingular rings and modules,5
analytic subdivision invariants,7
monadic pseudo be-algebras,9
nonlinear noise excitation and intermittency under high disorder,17
noncommutative geometry for symmetric nonselfadjoint operators,6
polynomial identities satisfied by generalized polynomials,1
symmetric polynomials in upper-bound semirings,1
the reverse mathematics of nondecreasing subsequences,9
extentability of automorphisms of generic substructures,9
arf good semigroups,1
regularity of nonstationary multivariate subdivision,15
monomial multiplicities in explicit form,1
cardinal interpolation with general multiquadrics,0
multidimensional tauberian theorems for wavelet and nonwavelet transforms,12
maximal multihomogeneity of algebraic hypersurface singularities,3
quasi-stirling polynomials on multisets,2
trianglefactors in pseudorandom graphs,2
upper semicontinuity of the hilbert-kunz multiplicity,1
an improved error bound for multiquadric and inverse multiquadric interpolation,15
multivariable connected sums and multiple polylogarithms,18
nonstationary nonuniform hyperbolicity: srb measures for dissipative maps,8
on semigroup orbits of polynomials and multiplicative orders,18
poor ideal three-edge triangulations are minimal,7
w*-algebras and noncommutative integration,6
infinite transitivity and special automorphisms,3
fractional multidimensional system,14
nonuniformly flat affine algebraic hypersurfaces,11
polynomials on parabolic manifolds,11
subalgebras of simple af-algebras,6
open subcategorical dynamics in interaction,8
a nonlocal supercritical neumann problem,19
finitely additive supermartingales,17
nonlinear approximation with nonstationary gabor frames,12
nonsequenceable steiner triple systems,2
nonlocal minimal clusters in the plane,19
contractively included subspaces of pick spaces,12
iterated antiderivative extensions,0
dimensional entropies and semiuniform hyperbolicity,8
automorphisms of $x_0^*(p)$,18
generalized polynomial modules over the virasoro algebra,10
unimodular rows over monoid extensions of overrings of polynomial rings,1
weak toroidalization over nonclosed fields,3
factorization of multivariate positive laurent polynomials,0
multilevel convergence analysis of multigridreductionintime,15
nonalgebraic quadrature domains,11
semiscalar equivalence of polynomial matrices,1
hyperbolic unfoldings of minimal hypersurfaces,4
laplace transformations of submanifolds,4
wedderburn polynomials over division rings,5
convex multivariable trace functions,6
cantor uniqueness and multiplicity along subsequences,0
disciplined multiconvex programming,14
hermite and polybernoulli mixed-type polynomials,18
unlikely intersections in semiabelian surfaces,18
noncommutative complete intersections,5
generalization of multispecializations and multiasymptotics,3
hyperinner product spaces,12
exponential convergence of nonlinear monotone spdes,17
lawrence-sullivan models for the interval,16
