text,label
a multiregion nonlinear age-size structured fish population model,19
control of nonlinear underactuated systems,14
on the notion of krull superdimension,5
restriction estimates to complex hypersurfaces,0
non left-orderable surgeries and generalized baumslag-solitar relators,7
an extremal property of trigonometric polynomials,0
closed points on cubic hypersurfaces,3
gradings on semisimple algebras,5
uniform asymptotics for the discrete laguerre polynomials,0
cellular coalgebras over the barratt-eccles operad i,16
dimension of finite free complexes over commutative noetherian rings,1
noninteger characterizing slopes for torus knots,7
generalized polyaszego inequality,12
shapes of auslander-reiten triangles,10
transition matrix theory,8
a novel fourier theory on nonlinear phases and applications,11
glider representations of chains of semisimple lie algebras,10
regularity inheritance in hypergraphs,2
certificates of convexity for basic semialgebraic sets,14
minimum degrees and codegrees of minimal ramsey 3-uniform hypergraphs,2
tangencies and polynomial optimization,14
groupoid algebras as covariance algebras,6
symmetric functions for fast image retrieval with persistent homology,16
quasi-selective ultrafilters and asymptotic numerosities,9
strong cohomological rigidity of quasitoric manifolds over the 3-cube,16
"graph immersions, inverse monoids, and deck transformations",13
semigroups of local homeomorphisms,6
an overview of abelian varieties in homotopy theory,16
a class of strictly pseudoconvex domains with nonpluripolar core,11
strictly invariant submodules,5
fixed points of the multivariate smoothing transform: the critical case,17
discrete $(n+1)$-valued states and $n$-perfect pseudoeffect algebras,5
on the $q$-bessel fourier transform,0
outer automorphisms of mapping class groups of nonorientable surfaces,7
multistage utility preference robust optimization,14
prym-tjurin constructions on cubic hypersurfaces,3
theta lifts and distinction for regular supercuspidal representations,10
hyperinner product spaces,12
counting multiplicative groups with prescribed subgroups,18
on the complexity of cusped nonhyperbolicity,7
sum of interpolated finite multiple harmonic $q$-series,18
$l^\infty$-estimation of generalized thue-morse trigonometric polynomials and ergodic maximization,8
subharmonic variation of azukawa pseudometrics for balanced domains,11
level crossing probabilities ii: polygonal recurrence of multidimensional random walks,17
on generalized configuration space and its homotopy groups,16
nonlinear elliptic-parabolic problems,19
algebraic intersection for translation surfaces in the stratum $\mathcal{h}(2)$,8
multinets in $\mathbb p^2$,3
"poincar\'e duality, cap product and borel-moore intersection homology",16
an extended k-type hypergeometric functions,0
curvature flows and cmc hypersurfaces,4
derivations of the cheng-kac jordan superalgebras,5
local quasinilpotence and common invariant subspaces,12
"nonhomogeneous fractional schr\""odinger equation",19
word hyperbolic semigroups,13
monomial multiplicities in explicit form,1
multiple vertex coverings by specified induced subgraphs,2
minimal lorentz surfaces in pseudoeuclidean 4-space with neutral metric,4
"a graded m\""obius transform and its harmonic interpretation",2
hyperbolic volume and heegaard distance,7
a family of sand automata,8
maximal commutative subalgebras invariant for cp-maps: (counter-)examples,6
gaussian elements of a semicontent algebra,1
"li-yau inequality under $cd(0,n)$ on graphs",4
stratifying systems over hereditary algebras,10
on the geometry of standard subspaces,6
some new nonimmersion results for real projective spaces,16
quadratic nonresidues in short intervals,18
prediction-correction splittings for nonsmooth time-varying optimization,14
nonreflexive banach ssd spaces,12
$e_\infty$-cells and general linear groups of finite fields,16
transfer of r-groups between p-adic inner forms of sl_n,10
small parameter perturbations of nonlinear periodic systems,0
twisted-austere submanifolds in euclidean space,4
cr automorphisms of real analytic manifolds in complex space,11
some identities for bernoulli polynomials involving chebyshev polynomials,18
generalized coordinated transaction scheduling: a market approach to seamless interfaces,14
multipeak solutions for magnetic nls equations without nondegeneracy conditions,19
galton-watson probability contraction,17
"jordan left {g, h}-derivations over some algebras",5
cutpoints of invariant subcontinua of polynomial julia sets,8
permutation binomials over finite fields,18
the equivalence of two discretenesses of triangulated categories,10
model structures on modules over ding-chen rings,16
geometry and iteration of dianalytic transformation,11
separating properties for normal ultrafilters,9
maximal percentages in polya's urn,17
classical inequalities for pseudointegral,12
equivariant cohomology and representations of the symmetric group,16
maximal multiplier on stratified groups,19
geodesic webs of hypersurfaces,4
rational points on cubic hypersurfaces over $\mathbb{f}_q(t)$,18
bi-quartic parametric polynomial minimal surfaces,4
nondirected polymers in heavy-tail random environment in dimension $d\geq 2$,17
hyperbolic rank and subexponential corank of metric spaces,4
characters of unipotent groups over finite fields,10
automorphism groups of the pancake graphs,2
a randomized intertial primal-dual fixed point algorithm for monotone inclusions,14
surfaces and hypersurfaces as the joint spectrum of matrices,6
transience of symmetric nonlocal dirichlet forms,17
"$(\alpha,\beta,\lambda,\delta,m,\omega)_p$-neighborhood for some families of analytic and multivalent functions",11
subconvexity for sup-norms of automorphic forms on pgl(n),18
partial stabilization of nonholonomic systems with application to multiagent coordination,14
the moduli space of riemann surfaces is kahler hyperbolic,11
multiscale higher order tv operators for l1 regularization,15
on a special type of nonmaminda function,11
lie algebras with triality,5
computing serre's intersection multiplicities,1
on leibniz algebras with maximal cyclic subalgebras,5
products of normal subsets and derangements,13
algebras and modules in monoidal model categories,16
jones polynomials of long virtual knots,7
regular subgroups of the affine group with no translations,13
on capacity computation for symmetric polygonal condensers,15
satellite knots and trivializing bands,7
radial multipliers on reduced free products of operator algebras,6
some evaluation of infinite series involving trigonometric and hyperbolic functions,18
minimal hypersurfaces and geometric inequalities,4
a note on superamorphous sets and dual dedekind-infinity,9
superconnected left quasigroups and involutory quandles,13
can mean-curvature flow be made nonsingular?,4
regularity of canonical and deficiency modules for monomial ideals,1
queue-length balance equations in multiclass multiserver queues and their generalizations,17
moduli spaces of semistable modules over lie algebroids,3
on the bumpy metrics theorem for minimal submanifolds,4
a case of mu-synthesis as a quadratic semidefinite program,11
sums over vanishing determinants,18
four-dimensional conical symplectic hypersurfaces,3
representations of weakly triangular categories,10
"coherency, free inverse monoids and free left ample monoids",5
chebyshev multivariate polynomial approximation and point reduction procedure,15
singular integrals of stable subordinator,17
"q-special functions, an overview",0
nonreconstructible locally finite graphs,2
"on the interpolation space $(l^p(\omega), w^{1,p}(\omega))_{s,p}$ in nonsmooth domains",0
a multiscale model for traffic regulation via autonomous vehicles,19
semimatroids and their tutte polynomials,2
splittings and calculational techniques for higher thh,16
nonlinear approximation with nonstationary gabor frames,12
transference in spaces of measures,12
on permutation numerical semigroups,18
multiscale modelling couples patches of nonlinear wave-like simulations,8
a minimization method for the double-well energy functional,15
upper semismooth functions and the subdifferential determination property,14
rational polynomials of simple type,3
jacobi-angelesco multiple orthogonal polynomials on an $r$-star,0
an outer reflected forward-backward splitting algorithm for solving monotone inclusions,14
contractively included subspaces of pick spaces,12
higher topological complexity of aspherical spaces,16
umbilical submanifolds of $\mathbb{h}^k\times \mathbb{s}^{n-k+1}$,4
regularity and $h$-polynomials of monomial ideals,1
lagrangian submanifolds of the complex hyperbolic quadric,4
reflexivity of non commutative hardy algebras,6
"teichm\""uller's problem for gromov hyperbolic domains",11
quasi-monte carlo integration using digital nets with antithetics,15
the dynamics and geometry of semihyperbolic rational semigroups,8
a simple criterion for nonrelative hyperbolicity and one-endedness of groups,7
nonuniform markov geometric measures,17
abelian subgroups of the mapping class groups for nonorientable surfaces,7
reproducing kernel orthogonal polynomials on the multinomial distribution,17
cocycle conjugacy of free bogoljubov actions of $\mathbb{r}$,6
on some transforms of trigonometric series,15
2-homogeneous polynomials and maximal subspaces,12
on groups with a class-preserving outer automorphism,13
the waring rank of the sum of pairwise coprime monomials,1
transverse nonlinear instability of solitary waves for some hamiltonian pde's,19
factors generated by $c^*$-finitely correlated states,6
infinite product representations fot multiple gamma function,0
isoperimetric inequalities using varopoulos transport,7
a family of polynomials with galois group $psl_5(2)$ over $\mathbb{q}(t)$,18
logarithmic coefficients for certain subclasses of close-to-convex functions,11
robust nontermination analysis of numerical software,14
critical graphs upon multiple edge subdivision,2
a curvature form for pseudoconnections,4
isometries of the quaternionic hyperbolic line,4
a note on additivity of polygamma functions,0
weighted integrability of polyharmonic functions,19
norm-constrained determinantal representations of polynomials,12
partial transformation monoids preserving a uniform partition,13
"efficient gr\""obner bases computation over principal ideal rings",1
critical behavior of random polymers,17
floer simple manifolds and l-space intervals,7
weyl modules and weyl functors for hypermap algebras,10
monochromatic triangles in three-coloured graphs,2
on parallel submanifolds of symmetric spaces,4
on l-convergence of trigonometric series,0
intersecting families of discrete structures are typically trivial,2
on finite congruence-simple semirings,5
the ritz method with lagrange multipliers,15
global conformal invariants of submanifolds,4
product systems over ore monoids,6
approximate solutions of intervalvalued optimization problems,14
monodromy of the generalized hypergeometric equation in the frobenius basis,3
remarks on restricted nevanlinna transforms,17
subsequential minimality in gowers and maurey spaces,12
on a subclass of close-to-convex functions,11
stability for moduli spaces of manifolds with conical singularities,16
multiplicative diophantine exponents of hyperplanes and their nondegenerate submanifolds,18
pseudocontinuation and cyclicity for random power series,11
ergodic bsdes with multiplicative and degenerate noise,14
on flag domains in the supersymmetric setting,10
fractional parts of polynomials over the primes. ii,18
relative error control in bivariate interpolatory cubature,15
a countable fractal interpolation scheme involving rakotch contractions,8
automorphism groups of weyl algebras,5
the markov-stieltjes transform as an operator,12
intrinsic ergodicity for certain nonhyperbolic robustly transitive systems,8
on weak supercyclicity ii,12
tilting bundles on hypertoric varieties,3
on transitive algebras containing a standard finite von neumann subalgebra,6
hyperbolic polynomials and linear-type generating functions,11
semicontinuity and closed faces of c*-algebras,6
on supercritical divergence-free drifts,19
orthogonal polynomials associated with coulomb wave functions,0
order complexes of noncomplemented lattices are nonevasive,2
formal biholomorphic maps of real analytic hypersurfaces,11
volume of sublevel sets of homogeneous polynomials,14
hyperbolic polygons of minimal perimeter with given angles,7
braided free orthogonal quantum groups,6
"semicomplete arithmetic sequences, division of hypercubes, and the pell constant",18
elementary operators on hilbert modules over prime $c^*$-algebras,6
minimal input selection for robust control,14
multibasic ehrhart theory,2
some congruences of kloosterman sums and their minimal polynomials,18
coprime invariable generation and minimalexponent groups,13
univariate subdivision schemes for noisy data,15
on a nonsymmetric ornstein-uhlenbeck semigroup and its generator,17
pseudo prolate spheroidal functions,12
complete intersections with given hilbert polynomials,1
on gauss-lobatto integration on the triangle,15
modules over semisymmetric quasigroups,5
almost-everywhere convergence and polynomials,8
on the stratification of noncommutative prime spectra,5
numbers of points of hypersurfaces without lines over finite fields,3
a whitehead theorem for periodic homotopy groups,16
a triple lacunary generating function for hermite polynomials,2
intersecting integer partitions,2
uniqueness of 2-dimensional minimal cones in $\mathbb{r}^3$,0
periodic solutions for nonlinear hyperbolic evolution systems,8
the nearest neighbor recurrence coefficients for multiple orthogonal polynomials,0
subsemigroups determined by the zero-divisor graph,5
minimal volume entropy and fiber growth,7
irreducibility of induced modules for general linear supergroups,10
skeletal stochastic differential equations for superprocesses,17
on a conjecture on permutation polynomials over finite fields,18
prikry-type forcing and minimal $\alpha$-degree,9
three topics in nondecomposability of generalized multiplicative connectives,9
binary simple homogeneous structures are supersimple with finite rank,9
a new cubic nonconforming finite element on rectangles,15
a class of nonparametric dssy nonconforming quadrilateral elements,15
minimum coprime graph labelings,2
on the hyperbolic distance of $n$-times punctured spheres,11
a comparison of nonstationary stochastic lot-sizing strategies,14
nonlocal minimal clusters in the plane,19
iterative solution of a nonlinear static beam equation,15
sparse domination of hilbert transforms along curves,0
semiorthogonal decomposition of $\mathrm{d}^b(\mathrm{bun}_2^l)$,3
linear representations of subgeometries,2
on multiplicity formula for spherical varieties,10
global attractivity for a nonautonomous nicholson's equation with mixed monotonicities,0
quasiregular mappings between subriemannian manifolds,11
minimal polygons with fixed lattice width,2
subdifferential decomposition of 1d-regularized total variation with nonhomogeneous coefficients,19
stationary and nonstationary pattern formation over fragmented habitat,8
"hausdorff dimension, projections, intersections, and besicovitch sets",0
"exchange of three intervals: itineraries, substitutions and palindromicity",2
betweenness and nonbetweenness,2
factorizations in modules and splitting multiplicatively closed subsets,1
"teichm\""uller polynomials of fibered alternating links",7
composition operators on the space of couchy-stiltjes transforms,11
the special linear group for nonassociative rings,5
minimal quadrangulations of surfaces,2
an invariant set bifurcation theory for nonautonomous nonlinear evolution equations,8
intervention in ornstein-uhlenbeck sdes,17
robust kalman filtering under model perturbations,14
edge cover colouring versus minimum degree in multigraphs,2
veronese curves and webs interpolation,4
heisenberg modules over quantum 2-tori are metrized quantum vector bundles,6
on monomial algebras having the double centraliser property,10
"cuntz-li relations, inverse semigroups and groupoids",6
on pseudoeinstein real hypersurfaces,4
mutually interacting superprocesses with migration,17
diagonal symmetrizers for hyperbolic operators with triple characteristics,19
fixed point algebras for weakly proper fell bundles,6
a characterization of finite factorization positive monoids,1
spherical couplings and multiple elliptic integrals,0
on the zero-free polynomial approximation problem,11
approximation of smooth functions using bernstein polynomials in multiple variables,0
ergodicity criteria for nonexpanding transformations of 2-adic spheres,8
two optimal inequalities for antiholomorphic submanifolds and their applications,4
multiscale modeling of magnetorheological suspensions,19
nonnegative morse polynomial functions and polynomial optimization,3
on optimal distributed outputfeedback control over acyclic graphs,14
antimagic orientation of subdivided caterpillars,2
a nonuniform nonautonomous approach to the jacobian conjecture,3
a fast algorithm for the linear canonical transform,15
semilinear wave equations,19
adjoint cohomology of two-step nilpotent lie superalgebras,5
enveloping semigroups and quasi-discrete spectrum,8
semiscalar equivalence of polynomial matrices,1
noncrossing partitions for periodic braids,7
cycle-maximal trianglefree graphs,2
no perfect triangle is isosceles,18
curvature estimates for stable free boundary minimal hypersurfaces,4
on some hypergeometric summations,0
isotopic tiling theory for hyperbolic surfaces,7
macro-element interpolation on tensor product meshes,15
"transversals, plexes, and multiplexes in iterated quasigroups",2
stable resolutions of multiparameter persistence modules,16
can one classify finite postnikov pieces?,16
quadcubic interpolation: a four-dimensional spline method,15
the noncommutative choquet boundary of periodic weighted shifts,6
a sparse multiscale algorithm for dense optimal transport,14
bredon cohomology of finite dimensional $c_p$-spaces,16
hypersymplectic manifolds and associated geometries,4
the homotopy groups of a homotopy group completion,16
semigroups of l-space knots and nonalgebraic iterated torus knots,7
convex analysis of minimal time and signed minimal time functions,14
$lmc-$compactification of a semitopological semigroup as a space of e-ultrafilters,12
strongly localized semiclassical states for nonlinear dirac equations,19
on finite monoids of cellular automata,13
on simpleness of semirings and complete semirings,5
subcategories of extension modules by serre subcategories,1
spdes with polynomial growth coefficients and malliavin calculus method,17
two generator subalgebras of lie algebras,5
nonisometric involutive antiautomorphisms,5
extending holomorphic sections from complex subvarieties,11
on the strong equality between supercompactness and strong compactness,9
finite cohen-macaulay type and smooth noncommutative schemes,5
chudnovsky-ramanujan type formulae for noncompact arithmetic triangle groups,18
on minimal rolle's domains for complex polynomials,11
convergence of multiblock bregman admm for nonconvex composite problems,14
periodic geodesics on translation surfaces,8
order preserving interpolation for summation-by-parts operators at nonconforming grid interfaces,15
convergence properties of overlapping schwarz domain decomposition algorithms,15
interpretability in pra,9
subdivisions in apex graphs,2
on torsion anomalous intersections,18
nonsmooth atomic decomposition of variable 2-microlocal besov-type and triebellizorkintype spaces,12
$c^1$-openness of nonuniform hyperbolic diffeomorphisms with bounded $c^2$ norm,8
generalizations of jordan algebras and malcev algebras,5
buildings with isolated subspaces and relatively hyperbolic coxeter groups,13
geometric integration on spheres and some interesting applications,15
on nilpotent subsemigroups in some matrix semigroups,13
numerically trivial foliations,3
inverse monoids of partial graph automorphisms,2
on smooth gorenstein polytopes,2
extracting noncanonical places,3
nontrivial wandering domains for heterodimensional cycles,8
sobolev gradients of viscosity supersolutions,19
g-l\'{e}vy processes under sublinear expectations,17
real zeros of random trigonometric polynomials with dependent coefficients,17
modules for relative yangians (family algebras) and kazhdan-lusztig polynomials,10
distinct residues of lucas polynomials over $\mathbb{f}_p$,18
dynamic programming principle and hamilton-jacobi-bellman equation under nonlinear expectation,14
contracting thin disks,4
geometric triviality of the strongly minimal second painlev\'e equations,3
rotational component spaces for infinite-type translation surfaces,7
on the intersection of annihilator of the valabrega-valla module,1
subdifferential stability analysis for convex optimization problems via multiplier sets,14
counting semilinear endomorphisms over finite fields,3
multivariate bernoulli and euler polynomials via l\'evy processes,2
on weak r-helix submanifolds,4
convergence analysis of some multivariate markov chains using stochastic monotonicity,17
real interpolation with variable exponent,12
normal forms of hyperbolic logarithmic transseries,8
soluble groups with few orbits under automorphisms,13
perfect cuboids and multisymmetric polynomials,18
the signature of cusped hyperbolic 4-manifolds,7
starlikeness and convexity of polyharmonic mappings,11
smoothing theorems for radon transforms over hypersurfaces and related operators,0
burgess-like subconvexity for $\mathrm{gl}_1$,18
horospherical cauchy-radon transform on compact symmetric spaces,10
lp-based tractable subcones of the semidefinite plus nonnegative cone,14
branched polymers and hyperplane arrangements,2
"fourier transforms of nilpotent, coadjoint orbits for gl(n,r)",10
completely nonmeasurable unions,9
bridge trisections of knotted surfaces in $s^4$,7
spinor euler factors for gsp(4) in the subregular case,10
multivariate generalized splines and syzygies on graphs,1
basic superranks for varieties of algebras,5
nonabelian symmetries of quasitoric manifolds,7
a parallel multigrid solver for multipatch isogeometric analysis,15
quantifying quillen's uniform $\mathcal{f}_p$-isomorphism theorem,16
"triangulations of 3-manifolds, hyperbolic relative handlebodies, and dehn filling",7
morita equivalence of w*-correspondences and their hardy algebras,6
calibrating the negative interpretation,9
miniversal deformations of chains of linear mappings,10
zeta functions of projective toric hypersurfaces over finite fields,18
a high order $q$-difference equation for $q$-hahn multiple orthogonal polynomials,0
most probably intersecting hypergraphs,2
hellinger vs. kullback-leibler multivariable spectrum approximation,14
multiplicative diophantine exponents of hyperplanes,18
ac transmission network expansion planning: a semidefinite programming branch-and-cut approach,14
spdes with nonlipschitz coefficients and nonhomogeous boundary conditions,17
on linear hypersingular boltzmann transport equation and its variational formulation,19
classification of finite-growth general kac-moody superalgebras,10
indiscernible extraction and morley sequences,9
nonlocal fully nonlinear double obstacle problems,19
on the norm of the weighted berezin transform,11
a nonabelian hom-leibniz tensor product and applications,5
vector valued nonuniform multiresolution analysis associated with linear canonical transform,12
analytic interpolation into the tetrablock and a $\mu$-synthesis problem,11
curvature flow of complete convex hypersurfaces in hyperbolic space,4
closed quasi-fuchsian surfaces in hyperbolic knot complements,7
subrecursive approximations of irrational numbers by variable base sums,9
integer part polynomial correlation sequences,8
bergman kernel and hyperconvexity index,11
local moves for links with common sublinks,7
colourings and the alexander polynomial,7
normal subgroups generated by a single polynomial automorphism,3
quasirandomness in hypergraphs,2
existence of hermitian-yang-mills metrics under conifold transitions,4
multipolar robust optimization,14
embedding properties of endomorphism semigroups,5
multidimensional bilinear hardy inequalities,12
subfactors and connes fusion for twisted loop groups,6
cone-adapted shearlets and radon transforms,12
automorphisms and derivations of leibniz algebras,5
classifying subatomic domains,1
rigidity of minimal submanifolds in space forms,4
tridiagonal matrices with nonnegative entries,2
on identities of indicator burnside semigroups,13
tutte and jones polynomial of link families,7
weighted thresholding and nonlinear approximation,12
the relation of semiadjacency of $\cap$-semigroups of transformations,5
{\l}-axiomatizability in intermediate and normal modal logics,9
subgroup induction property for branch groups,13
topological complexity of collision-free multitasking motion planning on orientable surfaces,16
ergodicity of certain cocycles over certain interval exchanges,8
jacobi polynomials from compatibility conditions,0
multimarginal optimal transport by accelerated alternating minimization,14
homotopy algebras via resolutions of operads,16
the universality of polynomial time turing equivalence,9
a simple nonbisimple congruence-free finitely presented monoid,13
on central automorphisms of finite p-groups,13
the universal semigroup of a $\gamma$-semigroup,13
divisors defined by noncritical functions,11
rational curves on cubic hypersurfaces over finite fields,18
existence theorem of finite krasner hyperfields,5
neretin groups admit no nontrivial invariant random subgroups,13
polynomiality of $\mathbb{z}_2$ hurwitz-hodge integrals,3
characterization of nonlinear besov spaces,12
tensor powers for nonsimply laced lie algebras $b_2$ case,10
the complexifications of pseudoriemannian manifolds and antikaehler geometry,4
objective triangle functors,10
twisted alexander polynomials detect the unknot,7
a $c^*$-algebraic approach to the principal symbol ii,6
on vector bundles over moduli spaces trivial on hecke curves,3
interaction of poisson hyperplane processes and convex bodies,17
atomic polyadic algebras of infinite dimension are completely representable,9
automorphisms of higher-dimensional right-angled artin groups,13
products of partial normal subgroups,13
arc-presentations of links. monotonic simplification,7
subexponential groups in 4-manifold topology,7
a new kontorovich-lebedev-like transformation,0
local cohomologies of isolated non f-rational singularities,1
uniform convergence of hypergeometric series,0
the pseudomonotone polar for multivalued operators,14
the affine vw supercategory,10
parabolically connected subgroups,3
multidimensional properties of one-dimensional discrete fourier transform,15
noncommutative homological projective duality,3
topological conjugation classes of tightly transitive subgroups of $\text{homeo}_{+}(\mathbb{s}^1)$,8
"on $m$-isometric semigroups, and $2$-isometric cogenerators",12
unimodularity of poincare polynomials of lie algebras for semisimple singularities,3
about nonlinear contractive conditions on cone metric spaces,12
absolutely compatible pair of elements in a von neumann algebra-ii,6
on endomorphisms of torsion-free hyperbolic groups,13
automorphisms of higher rank lamplighter groups,13
on the comparison of stable and unstable $p$-completion,16
face-subgroups of permutation polytopes,2
bogomolov multipliers and retract rationality for semidirect products,3
nonsymplectic automorphisms of prime order on o'grady's sixfolds,3
weighted multiple interpolation and the control of perturbed semigroup systems,12
relatively irreducible free subroups in out($\mathbb{f}$),13
minimal modularity lifting for nonregular symplectic representations,18
irreducibility of iterates of postcritically finite quadratic polynomials over $\mathbb{q}$,18
multifraction reduction iii: the case of interval monoids,13
$c^r$-density of (non-uniform) hyperbolicity in partially hyperbolic symplectic diffeomorphisms,8
characterizations of some transversalitytype properties,14
limiting interpolation spaces via extrapolation,12
sheaf and duality methods for analyzing multimodel systems,16
a rational rodrigues' formula to interpolate rotations,15
low regularity semilinear wave equations,19
fractals in noncommutative geometry,6
kneading theory for triangular maps,8
on the polynomial convergence rate to nonequilibrium steady-states,17
monoidality of franke's exotic model,16
analysis on a homogeneous space of a quantum group,6
residue currents of monomial ideals,11
unital dilations of completely positive semigroups,6
local and $2$-local automorphisms of cayley algebras,5
proper subspaces and compatibility,12
a spherical bernstein theorem for minimal submanifolds of higher codimension,4
some computations of stable twisted homology for mapping class groups,16
presentations and module bases of integer-valued polynomial rings,1
a stochastic inertial forward-backward splitting algorithm for multivariate monotone inclusions,14
on the classification of certain real rank zero $\mathrm{c}^*$-algebras,6
twist triviality of canonical seifert surfaces,7
multivariable bergman shifts and wold decompositions,12
"supercharacters and the discrete fourier, cosine, and sine transforms",12
homotopy theory of lie functors,16
on the malliavin differentiability of bsdes,17
matrix-valued little q-jacobi polynomials,0
higher order riesz transforms for laguerre expansions,0
bernstein center of supercuspidal blocks,10
co-tame polynomial automorphisms,3
semidynamical systems generated by autonomous caputo fractional differential equations,0
holomorphic fundamental semigroup of riemann domains,11
meromorphic extendibility and rigidity of interpolation,0
elliptic equations involving general subcritical source nonlinearity and measures,19
superconvergence of immersed finite element methods for interface problems,15
"subnormal subgroups in free groups, their growth and cogrowth",13
homotopy transfer and rational models for mapping spaces,16
small contractions of symplectic 4-folds,3
optimal multiple stopping problems under g-expectation,17
continuous perturbations of noncommutative euclidean spaces and tori,6
monoidal bousfield localizations and algebras over operads,16
"graphical condensation, overlapping pfaffians and superpositions of matchings",2
"multipliers, covers and stem extensions for lie superalgebras",5
nonelementary classes of representable posets,9
isolated singularities of polyharmonic inequalities,19
nonlinear nonoverlapping schwarz waveform relaxation for semilinear wave propagation,15
a fixed point framework for recovering signals from nonlinear transformations,14
filters and semigroup compactification properties,12
breaking up simplicial homology and subadditivity of syzygies,1
nonregularity of floor(alpha + log_k(n)),18
on the existence of large antichains for definable quasi-orders,9
finite bounds for holder-brascamp-lieb multilinear inequalities,0
rationality of mukai varieties over nonclosed fields,3
globally monotonic tracking control of multivariable systems,14
galois groups and automata,18
an edge-based framework for enumerating 3-manifold triangulations,7
isoparametric hypersurfaces of conic finsler manifolds,4
barycenters for the hellinger--kantorovich distance over $\mathbb{r}^d$,14
spectral transfer morphisms for unipotent affine hecke algebras,10
primitive transformation shift registers over finite fields,2
rate and syzigies of modules over veronese subrings,1
inverse limits of spectral triples,6
automorphisms of descending mod-p central series,13
quasi-newton methods for minimizing a quadratic function subject to uncertainty,14
kenmotsu manifolds admitting a nonsymmetric nonmetric connection,4
essential normality of homogeneous submodules,12
"archimedean zeta integrals on u(n,1)",10
poincare polynomials of hyperquot schemes,3
small maximal spaces of noninvertible matrices,10
different exact structures on the monomorphism categories,10
a multipartite hajnal-szemer\'edi theorem,2
"jumps, folds, and hypercomplex structures",4
supernilpotence prevents dualizability,5
symmetry in the vanishing of ext over gorenstein rings,1
nonresonance and global existence of prestressed nonlinear elastic waves,19
graph edge contraction and subdivisions for adjacency polytopes,2
bilinear hilbert transforms associated to plane curves,0
on the monodromy of milnor fibers of hyperplane arrangements,3
p-adic interpolation function related to multiple generalized genocchi numbers,18
on multivariate chromatic polynomials of hypergraphs and hyperedge elimination,2
the efficient computation of fourier transforms on semisimple algebras,10
stein's method for nonconventional sums,17
boundedly spaced subsequences and weak dynamics,12
finite groups acting on higher dimensional noncommutative tori,6
complete intersections and mod p cochains,16
"a surrogate-based approach to nonlinear, nongaussian joint state-parameter data assimilation",8
"the generalized superfactorial, hyperfactorial and primorial functions",18
multifractal formalism for benedicks-carleson quadratic maps,8
on some properties of polynomial composites,1
detecting automorphic orbits in free groups,13
quasi-total orders and translation numbers,13
derivations and spectral triples on quantum domains i: quantum disk,6
generalized ideal transforms,1
nonsmoothable involutions on spin 4-manifolds,7
fourier transforms on an amalgam type space,0
the klein four slices of positive suspensions of hf_2,16
extraspecial towers and weil representations,10
random interlacements via kuznetsov measures,17
optimal insider control and semimartingale decompositions under enlargement of filtration,14
monomial ideals with linear quotients whose taylor resolutions are minimal,1
on the powerful values of polynomials over number fields,18
on representations of variants of semigroups,13
superatomic boolean algebras: maximal rigidity,9
pointwise multiple averages for sublinear functions,8
certifying nonrepresentability of matroids over prime fields,2
overlap number of graphs,2
intersecting limit sets of kleinian subgroups and susskind's question,8
stochastic processes on nonarchimedean spaces with values in nonarchimedean fields,0
trigonometric identities and volumes of the hyperbolic twist knot cone-manifolds,7
model transition under local theta correspondence,10
the gromov-lawson-rosenberg conjecture for the semidihedral group of order 16,16
inverse polynomial optimization,14
"autonomous functionals with asymptotic $(p,q)$-structure",19
relations between multipolybernoulli numbers and polybernoulli numbers of negative index,18
learning in wireless control systems over nonstationary channels,14
taut submanifolds and foliations,4
a spectral sequence for spaces of maps between operads,16
a von neumann algebraic approach to self-similar group actions,6
semipositivity theorems for moduli problems,3
intersective $s_n$ polynomials with few irreducible factors,13
on upper triangular operator matrices over c*-algebras,12
on bilinear hilbert transform along two polynomials,0
tensor triangular geometry for classical lie superalgebras,10
subdivision and spline spaces,15
semifree subgroups of a profinite surface group,13
multiples of pfister forms,18
the smoothness of riemannian submersions with nonnegative sectional curvature,4
second-maximal subalgebras of leibniz algebras,5
coverings of spectral triples,6
two semilagrangian fast methods for hamilton-jacobi-bellman equations,15
on minimal extensions of rings,5
perturbation of transportation polytopes,2
"contractions of hyperk\""ahler fourfolds and the brauer group",3
subprojective banach spaces,12
controllability of heterogeneous multiagent networks,14
limit theorems for longest monotone subsequences in random mallows permutations,17
global stabilization of triangulated formations,8
tame and wild symmetric special multiserial algebras,10
tight decomposition of factors and the single generation problem,6
nonvanishing of automorphic l-functions of prime power level,18
invariant measures for nonprimitive tiling substitutions,8
reducing subspaces on the annulus,12
subspaces of $\displaystyle h^{p}$ linearly homeomorphic to $l^{p}.$,11
simple weight modules with finite-dimensional weight spaces over witt superalgebras,10
derivative-free bayesian inversion using multiscale dynamics,8
the residue current of a codimension three complete intersection,11
nontriviality of the vacancy phase transition for the boolean model,17
multisorted logic and logical geometry: some problems,9
upward stability transfer for tame abstract elementary classes,9
weighted (co)homology and weighted laplacian,16
projective wellorders and the nonstationary ideal,9
polarization and spreading of monomial ideals,1
bipotentials for non monotone multivalued operators: fundamental results and applications,12
intersection growth in groups,13
contractibility of ultrapower of frechet algebras,12
nonconventional large deviations theorems,17
about the autotopisms of abelian groups,13
stability testing of matrix polytopes,14
nonlinear parametric inversion using interpolatory model reduction,15
minimal submanifolds in certain types of kaehler product manifold,4
superstability and symmetry,9
warped proximal iterations for monotone inclusions,14
