text,label
text mining system for nonexpert miners,7
chance constraint based multi agent navigation under uncertainty,15
learning nonuniform hypergraph for multiobject tracking,12
outcomedriven open innovation at nasa,16
adversarial specification mining,13
briskstream: scaling data stream processing on shared-memory multicore architectures,10
towards proxemic mobile collocated interactions,14
transformbased distributed data gathering,5
notes on socio-economic transparency mechanisms,16
minimally invasive social navigation,15
msr mining challenge: the smartshark repository mining data,13
brain invaders adaptive versus nonadaptive p300 brain-computer interface dataset,14
the interblockchain communication protocol: an overview,5
a p2p-dominant distribution system architecture,8
split-correctness in information extraction,10
on nonconsensus motions of dynamical linear multiagent systems,8
layoutxlm: multimodal pre-training for multilingual visually-rich document understanding,6
finger-stylus for non touch-enable systems,14
a polygonbased interpolation operator for superresolution imaging,12
decentralized tube-based model predictive control of uncertain nonlinear multiagent systems,8
minimal unique palindromic substrings after single-character substitution,11
contrastive multidocument question generation,6
domain specific software architecture for design center automation,13
augmenting statistical machine translation with subword translation of outofvocabulary words,6
a decentralised digital identity architecture,16
greedy optimized multileaving for personalization,7
time constrained continuous subgraph search over streaming graphs,10
intractability of the minimumflip supertree problem and its variants,17
multidimensional datawarehouse with combination formula,10
possibility and necessity functions over nonclassical logics,18
llhd: a multilevel intermediate representation for hardware description languages,2
multilinear interactive matrix factorization,7
demystifying mobile web browsing under multiple protocols,9
liquid intersection types,2
multicolored spanning graphs,19
transient delay bounds for multihop wireless networks,9
satisfiability in multivalued circuits,17
executable triggeraction comments,13
autoalias: automatic variable-precision alias analysis for object-oriented programs,13
diffusion lms over multitask networks,8
software architecture overview,13
reinforced grounded action transformation for sim-to-real transfer,15
a locating-first approach for scalable overlay multicast,9
confronting intractability via parameters,17
a minimal architecture for general cognition,18
approximating max-cut under graph-mso constraints,17
approaches to interpreter composition,2
kanren light: a dynamically semicertified interactive logic programming system,2
subgraph pattern matching over uncertain graphs with identity linkage uncertainty,10
encoding monomorphic and polymorphic types,4
mining interesting trivia for entities from wikipedia,7
multivariate submodular optimization,11
gsi: gpu-friendly subgraph isomorphism,10
minimumenergy distributed filtering,8
evilcoder: automated bug insertion,0
multiobjective reconstruction of software architecture,13
uniform welfare guarantees under identical subadditive valuations,3
optimal detection of intersections between convex polyhedra,19
postmortem object type identification,13
automated verification of countdownlatch,2
contracting the facebook api,13
refinement of pipe-and-filter architectures,13
android malware clustering through malicious payload mining,0
self-stabilizing overlays for high-dimensional monotonic searchability,5
autotrans: automating transformer design via reinforced architecture search,6
"architectureaware, high performance transaction for persistent memory",5
a new supervised nonlinear mapping,7
monotone complexity of spanning tree polynomial re-visited,17
multistakeholder recommendation and its connection to multisided fairness,7
code-mixed to monolingual translation framework,6
interactive camera network design using a virtual reality interface,14
volumetric superresolution of multispectral data,12
umons submission for wmt18 multimodal translation task,6
semi supervised preposition-sense disambiguation using multilingual data,6
anonymous oblivious transfer,0
interpretable patient mortality prediction with multivalue rule sets,18
efficient and provable multiquery optimization,10
heading lock maneuver testing of autonomous underwater vehicle,15
interactive rainbow score: a visual-centered multimodal flute tutoring system,14
adaptive multimodal music learning via interactivehaptic instrument,14
semba:secure multibiometric authentication,0
nonconvex boosting overcomes random label noise,1
robust contract evolution in a typesafe microservices architecture,2
mining architecture tactics and quality attributes knowledge in stack overflow,13
efficient multidescriptor fusion for nonintrusive appliance recognition,16
overview of chemical ontologies,18
multibranch attentive transformer,6
subspace identification of large-scale interconnected systems,8
"monotone 3-sat-(2,2) is np-complete",17
interdependent values without single-crossing,3
risk-constrained interactive safety under behavior uncertainty for autonomous driving,18
continuous transition in outsourcing: a case study,13
scheduling chained multiprocessor tasks onto large multiprocessor system,5
multimodal approach for affective computing,14
fast multiinstance multilabel learning,1
automatic algorithm selection in multiagent pathfinding,18
fusing multiple multiband images,12
quantitative analysis of smart contracts,2
investigating nonclassical correlations between decision fused multimodal documents,7
design a multicultural blended e-learning system,16
l-graphs and monotone l-graphs,19
smart communities internet of things,16
"covid-19 tests gone rogue: privacy, efficacy, mismanagement and misunderstandings",16
balanced interval coloring,11
motion-blurred video interpolation and extrapolation,12
mage: online interferenceaware scheduling in multiscale heterogeneous systems,5
cooperative multiagent policy gradients with suboptimal demonstration,18
multisorted inverse frequent itemsets mining,10
disintermediation of interblockchain transactions,0
the promise polynomial hierarchy,17
machine ethics and automated vehicles,16
tackling overpruning in variational autoencoders,1
finding low-weight polynomial multiples using discrete logarithm,0
multiobjective recommendations: a tutorial,7
hyperbolic neural collaborative recommender,7
monotonic models for real-time dynamic malware detection,0
space-efficient manifest contracts,2
multimodal summary generation using multiobjective optimization,7
"sharkzor: interactive deep learning for image triage, sort and summary",14
consensus of multiagent systems under state-dependent information transmission,8
prototypebased counterfactual explanation for causal classification,1
provenance-centered dataset of drug-drug interactions,16
a fragile multicpr game,3
correlation and substitution in sparql,10
on the minimum consistent subset problem,19
interaction and depth against nondeterminism in proof search,4
decidability and complexity in weakening and contraction hypersequent substructural logics,4
fair division minimizing inequality,3
an enterprise architecture framework for e-learning,16
interactive multiclass segmentation using superpixel classification,12
triangles and girth in disk graphs and transmission graphs,19
pricing multiunit markets,3
sok: cryptojacking malware,0
efficient indexing of necklaces and irreducible polynomials over finite fields,17
integrity verification for outsourcing uncertain frequent itemset mining,10
trees in simple polygons,19
modeling dynamic component interfaces,13
program transformations for asynchronous and batched query submission,10
distributed revision of belief commitment in multihypothesis interpretations,18
liveness in interactive systems,14
practical tera-scale walsh-hadamard transform,5
nonlinear modal decoupling based power system transient stability analysis,8
repairing mappings under policy views,10
leveraging deliberately generated interferences for multisensor wireless rf power transmission,9
upper semicomputable sumtests for lower semicomputable semimeasures,17
understanding the behaviour of contrastive loss,1
lattice transformer for speech translation,6
independent sets in semirandom hypergraphs,11
privacy architectures: reasoning about data minimisation and integrity,0
nonmyopic multifidelity active search,1
automated sustainability compliance checking using process mining and formal logic,16
multicamera multiobject tracking,12
multitask closed-loop inverse kinematics stability through semidefinite programming,15
multiversion conflict notion for transactional memory systems,5
robust collaborative object transportation using multiple mavs,15
compact trip representation over networks,11
compar: optimized multicompiler for automatic openmp s2s parallelization,5
efficient enumerations for minimal multicuts and multiway cuts,11
modeling and controlling interstate conflict,16
gadt meet subtyping,2
multipass transformer for machine translation,6
multiri: fast subgraph matching in labeled multigraphs,10
socially optimal mining pools,3
tritandb: time-series rapid internet of things analytics,10
migration as submodular optimization,3
geometric nontermination arguments,4
multiplicative nonholonomic/newton -like algorithm,1
preprocessing under uncertainty,11
automatically segmenting oral history transcripts,6
espresso: brewing java for more nonvolatility with nonvolatile memory,2
polymorphic context-free session types,2
optimizing signalized intersections performance under conventional and automated vehicles traffic,8
simple and efficient contract signing protocol,0
the subband vectoring technique for multioperator environments,9
knowledge translation: extended technical report,10
natural interaction with traffic control cameras through multimodal interfaces,14
inhabitation for nonidempotent intersection types,4
aspiration-based perturbed learning automata,3
nonlinear fusion for self-paced multiview clustering,1
nonblocking patricia tries with replace operations,5
extractive multidocument summarization using multilayer networks,6
logics with multiteam semantics,4
empirical characterization of mobility of multidevice internet users,16
neural interactive collaborative filtering,7
a multiarm bandit approach to subset selection under constraints,1
content-centric networking - architectural overview and protocol description,9
moebius-invariant natural neighbor interpolation,19
evasive windows malware: impact on antiviruses and possible countermeasures,0
nlhb : a nonlinear hopper blum protocol,0
the polyhedronhitting problem,17
alternating timed automata,4
interdependency of transmission and distribution pricing,8
randsolomon: optimally resilient multiparty random number generation protocol,5
rejecting adaptive interface,14
multiple instance learning for malware classification,0
collaborative design : managing task interdependencies and multiple perspectives,14
multimedia steganographic scheme using multiresolution analysis,0
multiparty protocol that usually shuffles,0
a subjective interestingness measure for business intelligence explorations,10
bayes networks for supporting query processing over incomplete autonomous databases,10
uncertain spatial data management:an overview,10
repairing conflicts among mvcc transactions,10
cyclic association rules mining under constraints,10
malytics: a malware detection scheme,0
the internet of battle things,16
improving hyperconnected logistics with blockchains and smart contracts,5
interface transformation from ruling to obedience,14
interpretable goal-based prediction and planning for autonomous driving,15
efficient distributed nonasymptotic confidence regions computation over wireless sensor networks,8
multiarmed bandit mechanisms for multislot sponsored search auctions,3
automatic investigation framework for android malware cyber-infrastructures,0
architecture for modular microsimulation of real estate markets and transportation,16
monomial testing and applications,17
extracting state transition models from i* models,13
computing probability intervals under independency constraints,18
well behaved transition systems,4
self-healing protocols for connectivity maintenance in unstructured overlays,5
c-d ratio in multidisplay environments,14
mining statistically significant substrings based on the chi-square measure,10
making triangles colorful,19
engineering boolean matrix multiplication for multipleaccelerator shared-memory architectures,11
monorepos: a multivocal literature review,13
autoframe: automatic frame inference for object-oriented languages,13
ranking news-quality multimedia,7
a typed programmatic interface to contracts on the blockchain,2
folding polyominoes into (poly)cubes,19
general automation in coq through modular transformations,4
a serial multilevel hypergraph partitioning algorithm,11
subcomputable schnorr randomness,4
multicommcore architecture for terabit/s wireless,9
tight approximation algorithms for p-mean welfare under subadditive valuations,3
finding minimum tucker submatrices,11
minimum price in search model,3
unconfused ultraconservative multiclass algorithms,1
multilevel steiner trees,11
big data platform architecture under the background of financial technology,16
hypercomputing the mandelbrot set?,17
connected subgraph defense games,3
interactive: interlayer activeness propagation,12
an interleaving hybrid consensus protocol,0
targeting interventions in networks,3
autosvd++: an efficient hybrid collaborative filtering model via contractive autoencoders,7
subspace shapes: enhancing high-dimensional subspace structures via ambient occlusion shading,14
transforming while/do/for/foreach-loops into recursive methods,2
multinational war is hard,17
intersection subtyping with constructors,4
probabilistic weighted automata,4
dynamic interference minimization routing game for on-demand cognitive pilot channel,3
verifying asynchronous interactions via communicating session automata,2
spectral generalized multidimensional scaling,19
veer: disagreement-free multiobjective configuration,13
distributed multitarget tracking for autonomous vehicle fleets,15
multiagent soft q-learning,18
emergency centre organization and automated triage system,16
optimal dynamic distributed mis,5
unary subsetsum is in logspace,17
super object oriented programming,2
learning under distributed weak supervision,12
application-layer fault-tolerance protocols,13
a categorization of transparencyenhancing technologies,16
collapsing superstring conjecture,11
minimumenergy all-to-all multicasting in multihop wireless networks,9
protocolbased smart contract generation,2
transformerbased multiaspect modeling for multiaspect multisentiment analysis,6
multiunit bilateral trade,3
social-aware opportunistic routing protocol based on user's interactions and interests,9
5/4-approximation of minimum 2-edge-connected spanning subgraph,11
"requirements contracts: definition, design, and analysis",16
shared autonomy in web-based human robot interaction,15
simple automatic postediting for arabic-japanese machine translation,6
posted pricing sans discrimination,3
seeking anonymity in an internet panopticon,0
understanding diffusion of recurrent innovations,16
implementing g-machine in hyperlmntal,2
discovering multiple design approaches in programming assignment submissions,13
a gap analysis of internetofthings platforms,16
bridging social media via distant supervision,7
robust trajectory tracking control for underactuated autonomous underwater vehicles,15
the discrete hilbert transform for nonperiodic signals,0
flips in edge-labelled pseudotriangulations,19
network clustering for multitask learning,7
distributed multisensor multiview fusion based on generalized covariance intersection,8
utility mining across multisequences with individualized thresholds,10
"antitrust, intellectual property and standard-setting organizations",16
transformerbased cascaded multimodal speech translation,6
interiorconic polytopic systems analysis and control,8
understanding knowledge distillation in nonautoregressive machine translation,6
development of architectures for internet telerobotics systems,15
lightweight sybil-resilient multirobot networks by multipath manipulation,0
shortest watchman tours in simple polygons under rotated monotone visibility,19
minimal economic distributed computing,5
joint overlap analysis of multiple genomic interval sets,11
nonprojective dependency parsing with nonlocal transitions,6
resilience of dynamic overlays through local interactions,5
heavy hitters over interval queries,11
automated discovery of internet censorship by web crawling,16
multifacets contract for modeling and verifying heterogeneous systems,13
architecting time-critical big-data systems,5
hardness of covering alignment: phase transition in postsequence genomics,17
multiproxy multisigncryption scheme from pairings,0
the control of a beamline over intranet,9
a multipath transport protocol for future internet,9
interpretable models for understanding immersive simulations,18
optimal transmission line switching under geomagnetic disturbances,8
understanding overparameterized deep networks by geometrization,1
hierarchic superposition revisited,4
information extraction from co-occurring similar entities,7
completely inapproximable monotone and antimonotone parameterized problems,17
scalable eventually consistent counters over unreliable networks,5
cognitive principles in robust multimodal interpretation,18
type safety with json subschema,2
robust mechanisms under common valuation,3
interpretable credit application predictions with counterfactual explanations,18
etp-mine: an efficient method for mining transitional patterns,10
postquantum cryptography(pqc): generalized elgamal cipher over gf(251^8),0
the transference architecture for automatic postediting,6
automated region masking of latent overlapped fingerprints,16
performance overhead of atomic crosschain transactions,0
subwayps: towards enabling smartphone positioning in underground public transportation systems,16
the complexity of testing monomials in multivariate polynomials,17
interpreting contact interactions to overcome failure in robot assembly tasks,15
fast flooding over manhattan,5
memetic multilevel hypergraph partitioning,11
"automated, credible autocoding of an unmanned aggressive maneuvering car controller",8
multithreaded sparse matrix-matrix multiplication for many-core and gpu architectures,5
does the internet deserve everybody?,16
translating equality downwards,17
interaction methods for smart glasses,14
understanding misclassifications by attributes,12
local decoding and testing of polynomials over grids,17
interpolation in valiant's theory,17
semionline bipartite matching,11
joint structured models for extraction from overlapping sources,18
simulation and virtual prototyping of tangible user interfaces,14
parameter estimation for optimal path planning in internal transportation,8
on underlayaware self-stabilizing overlay networks,5
noninterlaced sat is in p,17
nonconcept software subsystems: tangible and intangible,13
nonlinear pattern matching with backtracking for nonfree data types,2
micropolis interdependency modeling using open hybrid automata,8
speech user interface for information retrieval,7
extracting basic graph patterns from triple pattern fragment logs,10
on position translation vector,15
minimum dilation stars,19
miboard: multiplayer interactive board game,16
multicategory: multimodel query processing meets category theory and functional programming,10
practical i/o-efficient multiway separators,19
autonomous surveying boat,15
on the minimum chordal completion polytope,11
subhomogeneous positive monotone systems are insensitive to heterogeneous time-varying delays,8
skill acquisition via automated multicoordinate cost balancing,15
modelling dynamic interactions between relevance dimensions,7
opportunistic power control for multicarrier interference channels,3
solving qsat in sublinear depth,17
aligning intraobserver agreement by transitivity,6
learnable hypergraph laplacian for hypergraph learning,1
sublinear distance labeling,11
algebraic proofs over noncommutative formulas,17
multitier buffer management and storage system design for nonvolatile memory,10
multiparametric extremum seeking-based autotuning for robust input-output linearization control,8
scilla: a smart contract intermediatelevel language,2
interface and data biopolitics in the age of hyperconnectivity,16
fast monotone summation over disjoint sets,11
linking labs: interconnecting experimental environments,14
the interpreter in an undergraduate compilers course,16
cloak: enabling confidential smart contract with multiparty transactions,0
noncontiguous i/o through pvfs,5
reductions for automated hypersafety verification,2
ordinally consensus subset over multiple metrics,17
correlations of multiinput monero transactions,0
nontermination using regular languages,4
the horn nonclausal class and its polynomiality,18
enhancing selection hyperheuristics via feature transformations,18
a multistep process for generating multiplatform user interfaces using uiml,14
spot transit: cheaper internet transit for elastic traffic,9
ranked enumeration of minimal triangulations,11
overcoming small minirhizotron datasets using transfer learning,12
dynamic verification of c/c++11 concurrency over multi copy atomics,2
mining statistically significant substrings using the chi-square statistic,10
evaluating transformerbased multilingual text classification,6
automated large-scale class scheduling in minizinc,18
nearest-neighbor searching under uncertainty ii,19
supervised off-policy ranking,1
seq2seq translation model for sequential recommendation,7
mechanics automatically recognized via interactive observation: jumping,18
polytransform: deep polygon transformer for instance segmentation,12
interleaving classical and reversible,2
synthesizing basic semialgebraic invariants by semidefinite programming,8
resumption-based big-step and small-step interpreters for while with interactive i/o,2
living globe: tridimensional interactive visualization of world demographic data,14
trackformer: multiobject tracking with transformers,12
strengthening neighbourhood substitution,18
relational transducers for declarative networking,10
looking back at postgres,10
sign-rank can increase under intersection,17
latent factor interpretations for collaborative filtering,7
ap-initiated multiuser transmissions in ieee 802.11ax wlans,9
multimatrix verifiable computation,0
game-theoretic multiagent control and network cost allocation under communication constraints,8
pandadb: understanding unstructured data in graph database,10
psychoacoustic sonification as user interface for human-machine interaction,14
a platform-independent robot control architecture for multiple therapeutic scenarios,15
cross-layer path selection in multipath transport protocol for mobile devices,9
robust interactive learning,1
overview of web content mining tools,7
event-triggered control over unreliable networks subject to jamming attacks,8
nonoblivious strategy improvement,3
agile missile controller based on adaptive nonlinear backstepping control,8
auxiliary guided autoregressive variational autoencoders,12
on extracting unit tests from interactive programming sessions,13
multisql: an extensible multimodel data query language,10
a nonlinear gpu thread map for triangular domains,5
efficient and effective tail latency minimization in multistage retrieval systems,7
principles of antifragile software,13
simultaneous multipivot neural machine translation,6
computing cliques is intractable,17
nonboolean almost perfect nonlinear functions on nonabelian groups,0
multiparty testing preorders,4
security flaws in a recent ultralightweight rfid protocol,0
event-triggered leader-following tracking control for multivariable multiagent systems,8
outputoblivious stochastic chemical reaction networks,17
minimal reachability problems,8
transfg: a transformer architecture for fine-grained recognition,12
unfolding convex polyhedra via radially monotone cut trees,19
unsupervised sense-aware hypernymy extraction,6
automating the communication of cybersecurity knowledge: multicase study,16
semisupervised multiorgan segmentation via deep multiplanar co-training,12
wireless application protocol architecture overview,9
patterns of multistakeholder recommendation,7
a neural interlingua for multilingual machine translation,6
a pub-sub architecture to promote blockchain interoperability,5
extracting body text from academic pdf documents for text mining,7
routing proposals for multipath interdomain routing,9
nondeterminisic sublinear time has measure 0 in p,17
translator2vec: understanding and representing human posteditors,6
multiscale laplacian learning,1
interpretable feedback for automl systems,1
csma/eca in nonsaturation,9
femto-macro cellular interference control with subband scheduling and interference cancelation,9
leveraging nonuniformity in first-order nonconvex optimization,1
robotic supervised autonomy: a review,15
reinforcement learning under algorithmic triage,1
a security protocol for multiuser authentication,0
mdmmt: multidomain multimodal transformer for video retrieval,12
submixing and shift-invariant stochastic games,3
annotations for intersection typechecking,2
optimizing program size using multiresult supercompilation,2
relational multimanifold co-clustering,1
negotiation-aware reachability-based safety verification for autonomousdriving in interactive scenarios,15
on understanding and machine understanding,18
multisensor state estimation over lossy channels using coded measurements,8
ecmdd: evidential c-medoids clustering with multiple prototypes,18
exploring periodicity and interactivity in multiinterest framework for sequential recommendation,7
gumbel-attention for multimodal machine translation,6
an ordinal minimax theorem,3
understanding interface design and mobile money perceptions in latin america,14
hyperedge estimation using polylogarithmic subset queries,11
approximately counting triangles in sublinear time,11
character-level transformerbased neural machine translation,6
networked systems under denial-of-service: co-located vs. remote control architectures,8
linear time minimum area all-flush triangles circumscribing a convex polygon,19
monotonic and nonmonotonic solution concepts for generalized circuits,17
weakly- and semisupervised panoptic segmentation,12
analysis of minijava programs via translation to ml,2
convex-arc drawings of pseudolines,19
learning for multitype subspace clustering,12
noninterference with local policies,0
automation of road intersections using consensus-based auction algorithms,8
towards moral autonomous systems,18
cpoi: a compact method to archive versioned rdf triplesets,10
stochastic hyperparameter optimization through hypernetworks,1
two-buyer sequential multiunit auctions with no overbidding,3
spinner: automated dynamic command subsystem perturbation,0
noniterative rgb-d-inertial odometry,15
nonpreemptive flow-time minimization via rejections,11
autobahn: automorphismbased graph neural nets,1
transforming structures by set interpretations,4
contracts for interacting two-party systems,4
towards efficient openmp strategies for nonuniform architectures,5
multisource syntactic neural machine translation,6
automated verification of accountability in security protocols,0
interactive narrative in virtual reality,14
intransitivity and vagueness,18
tosca: operationalizing commitments over information protocols,18
understanding and autoadjusting performance-related configurations,5
network nonneutrality through preferential signaling,3
video understanding as machine translation,12
boolean function monotonicity testing requires (almost) $n^{1/2}$ nonadaptive queries,17
a methodology for internal web ethics,16
